DowntimeKey,Date,MachineKey,ShiftKey,ReasonKey,Downtime Minutes,Stop Count
12894,2025-05-13,12,1,2,24.2,1
12895,2025-05-13,12,1,1,12.2,1
12896,2025-05-13,12,1,7,8.7,1
12897,2025-05-13,12,2,1,4.8,1
12898,2025-05-13,12,2,2,39.2,2
12899,2025-05-13,12,3,2,95.1,1
12900,2025-05-13,12,3,6,28.8,1
12901,2025-05-14,1,1,4,14.5,1
12902,2025-05-14,1,1,2,21.2,2
12903,2025-05-14,1,2,2,101.9,2
12904,2025-05-14,1,2,1,21.1,2
12905,2025-05-14,1,3,10,41.2,1
12906,2025-05-14,1,3,3,4.3,1
12907,2025-05-14,1,3,5,16.9,1
12908,2025-05-14,2,1,2,13.9,1
12909,2025-05-14,2,1,1,16.8,2
12910,2025-05-14,2,2,2,61.9,2
12911,2025-05-14,2,3,2,7.1,1
12912,2025-05-14,2,3,1,2.7,1
12913,2025-05-14,2,3,7,12.6,1
12914,2025-05-14,3,1,5,11.3,1
12915,2025-05-14,3,1,2,29.8,1
12916,2025-05-14,3,1,1,24.5,2
12917,2025-05-14,3,1,3,40.2,2
12918,2025-05-14,3,2,1,24.8,4
12919,2025-05-14,3,2,3,28.4,2
12920,2025-05-14,3,2,2,74.2,2
12921,2025-05-14,3,3,10,37.0,1
12922,2025-05-14,3,3,1,16.5,2
12923,2025-05-14,3,3,7,3.3,1
12924,2025-05-14,3,3,5,9.3,1
12925,2025-05-14,3,3,8,11.8,2
12926,2025-05-14,4,1,2,19.8,1
12927,2025-05-14,4,1,3,11.8,1
12928,2025-05-14,4,1,1,1.4,1
12929,2025-05-14,4,1,8,23.0,1
12930,2025-05-14,4,2,2,105.6,1
12931,2025-05-14,4,2,1,8.4,1
12932,2025-05-14,4,2,5,5.2,1
12933,2025-05-14,4,3,2,94.2,2
12934,2025-05-14,5,1,5,8.4,1
12935,2025-05-14,5,2,1,43.5,4
12936,2025-05-14,5,2,7,5.9,1
12937,2025-05-14,5,2,2,38.5,1
12938,2025-05-14,5,3,2,4.5,1
12939,2025-05-14,5,3,3,100.6,2
12940,2025-05-14,5,3,6,52.3,1
12941,2025-05-14,6,1,1,22.1,3
12942,2025-05-14,6,1,4,22.9,1
12943,2025-05-14,6,1,2,13.8,1
12944,2025-05-14,6,1,3,10.2,1
12945,2025-05-14,6,3,2,11.2,1
12946,2025-05-14,7,1,6,19.5,1
12947,2025-05-14,7,1,3,30.8,1
12948,2025-05-14,7,1,1,25.8,2
12949,2025-05-14,7,1,4,36.9,1
12950,2025-05-14,7,2,6,32.9,2
12951,2025-05-14,7,2,1,6.4,1
12952,2025-05-14,7,2,3,40.0,1
12953,2025-05-14,7,2,4,27.7,1
12954,2025-05-14,7,2,8,35.8,1
12955,2025-05-14,7,2,2,18.1,1
12956,2025-05-14,7,3,1,3.7,1
12957,2025-05-14,7,3,6,11.4,1
12958,2025-05-14,7,3,2,43.1,1
12959,2025-05-14,7,3,4,26.3,1
12960,2025-05-14,7,3,7,35.7,2
12961,2025-05-14,7,3,3,27.9,1
12962,2025-05-14,8,1,2,51.0,1
12963,2025-05-14,8,1,1,2.6,1
12964,2025-05-14,8,2,1,10.1,1
12965,2025-05-14,8,2,3,20.7,1
12966,2025-05-14,8,2,2,56.1,1
12967,2025-05-14,8,2,8,11.8,1
12968,2025-05-14,8,2,5,22.2,1
12969,2025-05-14,8,2,6,58.7,1
12970,2025-05-14,8,3,6,82.3,1
12971,2025-05-14,8,3,1,40.1,3
12972,2025-05-14,8,3,3,65.1,2
12973,2025-05-14,8,3,2,66.1,3
12974,2025-05-14,8,3,4,28.4,1
12975,2025-05-14,9,1,6,10.5,1
12976,2025-05-14,9,1,4,74.1,1
12977,2025-05-14,9,1,3,7.5,1
12978,2025-05-14,9,1,2,8.5,1
12979,2025-05-14,9,2,4,49.1,2
12980,2025-05-14,9,2,3,23.7,1
12981,2025-05-14,9,2,7,12.6,1
12982,2025-05-14,10,1,4,43.0,1
12983,2025-05-14,10,2,3,2.5,1
12984,2025-05-14,10,3,2,24.4,1
12985,2025-05-14,10,3,1,11.3,1
12986,2025-05-14,11,1,2,16.2,1
12987,2025-05-14,11,1,7,9.2,1
12988,2025-05-14,11,1,4,23.9,1
12989,2025-05-14,11,2,5,11.6,1
12990,2025-05-14,11,2,1,31.1,1
12991,2025-05-14,11,2,4,48.7,1
12992,2025-05-14,11,3,8,10.7,1
12993,2025-05-14,11,3,6,36.7,2
12994,2025-05-14,11,3,1,8.9,1
12995,2025-05-14,11,3,3,21.2,1
12996,2025-05-14,11,3,2,19.3,1
12997,2025-05-14,12,2,4,48.5,1
12998,2025-05-14,12,2,1,2.0,1
12999,2025-05-14,12,3,10,33.8,1
13000,2025-05-14,12,3,5,24.9,1
13001,2025-05-14,12,3,2,103.7,2
13002,2025-05-14,12,3,7,2.9,1
13003,2025-05-15,1,1,1,14.6,3
13004,2025-05-15,1,1,5,6.8,1
13005,2025-05-15,1,1,3,6.9,1
13006,2025-05-15,1,2,1,33.8,3
13007,2025-05-15,1,2,2,3.0,1
13008,2025-05-15,1,3,2,46.7,1
13009,2025-05-15,1,3,1,3.5,1
13010,2025-05-15,1,3,6,25.9,1
13011,2025-05-15,2,1,8,3.5,1
13012,2025-05-15,2,1,2,12.1,1
13013,2025-05-15,2,1,1,1.6,1
13014,2025-05-15,2,2,2,58.4,2
13015,2025-05-15,2,2,7,24.5,1
13016,2025-05-15,2,3,4,55.8,1
13017,2025-05-15,2,3,3,29.9,2
13018,2025-05-15,3,1,1,4.8,2
13019,2025-05-15,3,1,3,15.9,1
13020,2025-05-15,3,1,5,25.4,1
13021,2025-05-15,3,1,8,13.7,1
13022,2025-05-15,3,1,2,42.8,3
13023,2025-05-15,3,2,2,33.1,1
13024,2025-05-15,3,2,8,3.2,1
13025,2025-05-15,3,3,2,9.2,1
13026,2025-05-15,3,3,1,2.5,1
13027,2025-05-15,3,3,4,66.1,1
13028,2025-05-15,4,1,1,12.6,2
13029,2025-05-15,4,1,2,38.1,1
13030,2025-05-15,4,2,5,21.8,1
13031,2025-05-15,4,2,6,31.8,1
13032,2025-05-15,4,3,2,56.0,2
13033,2025-05-15,4,3,3,11.1,1
13034,2025-05-15,4,3,8,4.5,1
13035,2025-05-15,5,1,3,8.1,1
13036,2025-05-15,5,1,2,54.7,1
13037,2025-05-15,5,2,8,15.3,1
13038,2025-05-15,5,3,3,2.5,1
13039,2025-05-15,5,3,7,6.6,1
13040,2025-05-15,6,1,4,42.9,1
13041,2025-05-15,6,1,1,10.6,2
13042,2025-05-15,6,1,3,5.5,1
13043,2025-05-15,6,1,2,65.4,1
13044,2025-05-15,6,2,2,62.4,4
13045,2025-05-15,6,2,8,5.8,1
13046,2025-05-15,6,2,1,2.5,1
13047,2025-05-15,6,3,6,37.7,1
13048,2025-05-15,6,3,1,18.5,3
13049,2025-05-15,6,3,2,27.1,1
13050,2025-05-15,6,3,7,51.3,1
13051,2025-05-15,7,1,3,9.7,1
13052,2025-05-15,7,1,1,55.0,4
13053,2025-05-15,7,1,2,29.6,1
13054,2025-05-15,7,1,5,15.4,1
13055,2025-05-15,7,2,1,12.9,3
13056,2025-05-15,7,2,3,3.5,1
13057,2025-05-15,7,2,4,67.2,1
13058,2025-05-15,7,3,1,7.2,2
13059,2025-05-15,7,3,6,51.6,1
13060,2025-05-15,7,3,4,31.6,1
13061,2025-05-15,7,3,2,64.5,2
13062,2025-05-15,7,3,5,15.2,1
13063,2025-05-15,7,3,7,20.5,1
13064,2025-05-15,8,1,1,29.7,3
13065,2025-05-15,8,1,6,68.8,2
13066,2025-05-15,8,1,5,4.2,1
13067,2025-05-15,8,1,4,20.5,1
13068,2025-05-15,8,1,7,25.6,1
13069,2025-05-15,8,2,3,7.5,1
13070,2025-05-15,8,2,8,8.6,1
13071,2025-05-15,8,3,4,75.8,2
13072,2025-05-15,8,3,1,19.2,1
13073,2025-05-15,9,1,5,5.7,1
13074,2025-05-15,9,1,6,12.0,1
13075,2025-05-15,9,1,3,3.8,1
13076,2025-05-15,9,1,2,35.9,1
13077,2025-05-15,9,2,1,2.2,1
13078,2025-05-15,9,2,3,5.0,1
13079,2025-05-15,9,3,4,12.3,1
13080,2025-05-15,9,3,1,15.1,1
13081,2025-05-15,9,3,6,9.3,1
13082,2025-05-15,9,3,2,5.4,1
13083,2025-05-15,9,3,8,18.2,1
13084,2025-05-15,10,1,2,12.9,1
13085,2025-05-15,10,1,7,2.9,1
13086,2025-05-15,10,1,1,1.3,1
13087,2025-05-15,10,1,5,8.6,1
13088,2025-05-15,10,2,2,20.9,1
13089,2025-05-15,10,2,3,5.6,1
13090,2025-05-15,10,3,8,24.3,2
13091,2025-05-15,10,3,2,29.0,1
13092,2025-05-15,11,1,1,3.3,1
13093,2025-05-15,11,1,3,8.8,1
13094,2025-05-15,11,1,2,24.1,2
13095,2025-05-15,11,1,5,20.1,1
13096,2025-05-15,11,2,4,53.7,1
13097,2025-05-15,11,2,6,75.7,1
13098,2025-05-15,11,2,1,2.3,1
13099,2025-05-15,11,3,7,31.3,1
13100,2025-05-15,11,3,5,31.1,2
13101,2025-05-15,12,1,1,1.8,1
13102,2025-05-15,12,2,5,3.2,1
13103,2025-05-15,12,2,1,24.9,2
13104,2025-05-15,12,2,3,24.0,2
13105,2025-05-15,12,3,1,19.1,3
13106,2025-05-15,12,3,5,9.4,1
13107,2025-05-16,1,1,9,136.2,1
13108,2025-05-16,1,1,1,15.9,1
13109,2025-05-16,1,1,5,16.4,1
13110,2025-05-16,1,2,2,85.6,2
13111,2025-05-16,1,2,3,25.6,1
13112,2025-05-16,1,2,8,30.1,1
13113,2025-05-16,1,2,1,9.3,1
13114,2025-05-16,1,3,1,5.9,1
13115,2025-05-16,2,1,8,9.2,1
13116,2025-05-16,2,1,2,62.8,2
13117,2025-05-16,2,2,3,18.5,1
13118,2025-05-16,2,3,2,26.2,2
13119,2025-05-16,2,3,8,7.5,1
13120,2025-05-16,3,1,7,9.4,1
13121,2025-05-16,3,1,2,24.2,1
13122,2025-05-16,3,1,8,6.3,1
13123,2025-05-16,3,1,1,10.6,1
13124,2025-05-16,3,1,3,51.3,3
13125,2025-05-16,3,2,3,7.2,1
13126,2025-05-16,3,2,4,59.8,1
13127,2025-05-16,3,2,5,10.0,1
13128,2025-05-16,3,2,7,22.3,1
13129,2025-05-16,3,2,1,28.5,2
13130,2025-05-16,3,2,6,4.4,1
13131,2025-05-16,3,3,5,18.0,2
13132,2025-05-16,3,3,3,41.3,1
13133,2025-05-16,3,3,1,34.9,3
13134,2025-05-16,3,3,2,21.7,1
13135,2025-05-16,4,1,2,59.4,1
13136,2025-05-16,4,1,6,85.6,1
13137,2025-05-16,4,2,2,20.5,1
13138,2025-05-16,4,2,1,16.7,1
13139,2025-05-16,4,3,10,44.1,1
13140,2025-05-16,4,3,6,10.8,1
13141,2025-05-16,5,1,1,10.7,1
13142,2025-05-16,5,1,4,19.6,1
13143,2025-05-16,5,2,6,16.6,1
13144,2025-05-16,5,2,1,50.3,4
13145,2025-05-16,5,2,5,9.3,1
13146,2025-05-16,5,3,1,18.4,1
13147,2025-05-16,5,3,2,34.9,1
13148,2025-05-16,6,1,3,63.2,2
13149,2025-05-16,6,1,1,45.0,3
13150,2025-05-16,6,2,2,94.6,4
13151,2025-05-16,6,2,1,28.2,3
13152,2025-05-16,6,2,6,15.3,1
13153,2025-05-16,6,3,10,32.4,1
13154,2025-05-16,6,3,4,71.9,2
13155,2025-05-16,6,3,6,4.5,1
13156,2025-05-16,6,3,1,12.0,1
13157,2025-05-16,7,1,2,85.9,4
13158,2025-05-16,7,1,1,18.8,3
13159,2025-05-16,7,1,7,10.5,1
13160,2025-05-16,7,1,6,37.0,1
13161,2025-05-16,7,1,4,26.8,1
13162,2025-05-16,7,2,1,12.3,1
13163,2025-05-16,7,2,8,3.5,1
13164,2025-05-16,7,2,2,54.8,2
13165,2025-05-16,7,2,7,33.6,1
13166,2025-05-16,7,2,6,17.8,1
13167,2025-05-16,7,3,3,44.7,1
13168,2025-05-16,7,3,1,20.0,2
13169,2025-05-16,7,3,6,22.3,1
13170,2025-05-16,7,3,5,11.5,1
13171,2025-05-16,7,3,8,2.5,1
13172,2025-05-16,7,3,2,20.7,1
13173,2025-05-16,8,2,3,53.9,3
13174,2025-05-16,8,2,2,32.1,1
13175,2025-05-16,8,3,3,13.5,1
13176,2025-05-16,8,3,2,38.6,2
13177,2025-05-16,8,3,4,14.2,1
13178,2025-05-16,8,3,6,13.9,2
13179,2025-05-16,9,2,3,18.3,1
13180,2025-05-16,10,1,1,7.3,1
13181,2025-05-16,10,2,2,41.3,1
13182,2025-05-16,10,3,4,35.1,1
13183,2025-05-16,10,3,2,96.4,1
13184,2025-05-16,11,1,6,55.0,1
13185,2025-05-16,11,1,4,23.1,1
13186,2025-05-16,11,1,2,5.5,1
13187,2025-05-16,11,1,1,14.7,1
13188,2025-05-16,11,2,1,10.4,1
13189,2025-05-16,11,2,4,17.0,1
13190,2025-05-16,11,3,1,11.1,1
13191,2025-05-16,11,3,4,25.8,1
13192,2025-05-16,11,3,8,10.6,1
13193,2025-05-16,12,2,2,63.4,1
13194,2025-05-16,12,3,5,23.2,2
13195,2025-05-17,1,1,2,4.2,1
13196,2025-05-17,1,2,1,2.5,1
13197,2025-05-17,1,2,2,21.6,1
13198,2025-05-17,1,3,7,2.9,1
13199,2025-05-17,1,3,1,30.9,3
13200,2025-05-17,2,1,4,17.6,1
13201,2025-05-17,2,1,5,18.3,1
13202,2025-05-17,2,1,3,5.3,1
13203,2025-05-17,2,1,1,31.6,1
13204,2025-05-17,2,2,2,60.4,2
13205,2025-05-17,2,2,1,36.2,2
13206,2025-05-17,2,2,4,90.1,1
13207,2025-05-17,2,3,6,77.6,1
13208,2025-05-17,2,3,1,18.7,3
13209,2025-05-17,2,3,7,2.5,1
13210,2025-05-17,2,3,2,66.2,2
13211,2025-05-17,2,3,3,16.3,1
13212,2025-05-17,3,1,1,39.3,4
13213,2025-05-17,3,1,2,17.8,2
13214,2025-05-17,3,1,4,15.2,1
13215,2025-05-17,3,2,1,17.4,2
13216,2025-05-17,3,2,2,26.8,1
13217,2025-05-17,3,2,4,26.6,1
13218,2025-05-17,3,3,10,46.0,1
13219,2025-05-17,3,3,7,5.2,1
13220,2025-05-17,3,3,8,6.6,1
13221,2025-05-17,4,2,4,41.8,1
13222,2025-05-17,4,3,8,27.2,1
13223,2025-05-17,4,3,2,10.6,1
13224,2025-05-17,4,3,7,14.6,1
13225,2025-05-17,4,3,3,25.0,1
13226,2025-05-17,5,1,2,43.9,1
13227,2025-05-17,5,1,3,9.3,1
13228,2025-05-17,5,2,2,26.5,2
13229,2025-05-17,5,2,5,21.1,1
13230,2025-05-17,5,3,10,26.2,1
13231,2025-05-17,5,3,3,49.1,2
13232,2025-05-17,5,3,1,4.2,1
13233,2025-05-17,5,3,8,2.7,1
13234,2025-05-17,6,1,3,7.0,1
13235,2025-05-17,6,1,2,81.1,2
13236,2025-05-17,6,1,4,45.0,1
13237,2025-05-17,6,2,2,33.2,1
13238,2025-05-17,6,2,1,16.0,2
13239,2025-05-17,6,3,1,9.9,1
13240,2025-05-17,6,3,5,19.7,1
13241,2025-05-17,6,3,8,21.4,1
13242,2025-05-17,7,1,6,44.5,1
13243,2025-05-17,7,1,5,7.6,1
13244,2025-05-17,7,1,3,17.4,1
13245,2025-05-17,7,2,3,57.5,2
13246,2025-05-17,7,2,1,11.6,3
13247,2025-05-17,7,2,2,43.2,1
13248,2025-05-17,7,2,4,35.1,1
13249,2025-05-17,7,3,4,61.4,1
13250,2025-05-17,7,3,2,29.1,1
13251,2025-05-17,7,3,1,4.1,1
13252,2025-05-17,7,3,5,8.0,1
13253,2025-05-17,7,3,6,15.5,1
13254,2025-05-17,7,3,3,29.7,2
13255,2025-05-17,8,1,8,30.1,2
13256,2025-05-17,8,1,1,6.1,1
13257,2025-05-17,8,1,2,27.8,2
13258,2025-05-17,8,1,6,5.5,1
13259,2025-05-17,8,1,3,12.0,1
13260,2025-05-17,8,2,7,31.1,2
13261,2025-05-17,8,2,5,7.5,1
13262,2025-05-17,8,3,3,25.2,1
13263,2025-05-17,8,3,1,13.8,2
13264,2025-05-17,8,3,5,8.4,1
13265,2025-05-17,9,1,2,28.5,1
13266,2025-05-17,9,1,1,1.5,1
13267,2025-05-17,9,2,2,10.2,1
13268,2025-05-17,9,2,4,30.0,1
13269,2025-05-17,9,2,1,14.4,1
13270,2025-05-17,9,3,10,41.9,1
13271,2025-05-17,9,3,1,21.1,2
13272,2025-05-17,10,1,4,34.8,1
13273,2025-05-17,10,1,2,28.0,2
13274,2025-05-17,10,2,1,8.2,2
13275,2025-05-17,10,2,2,48.5,1
13276,2025-05-17,10,3,1,42.0,3
13277,2025-05-17,10,3,7,13.5,1
13278,2025-05-17,10,3,3,10.2,1
13279,2025-05-17,11,1,8,3.6,1
13280,2025-05-17,11,1,4,51.7,2
13281,2025-05-17,11,1,2,20.0,1
13282,2025-05-17,11,1,1,12.3,2
13283,2025-05-17,11,1,5,6.6,1
13284,2025-05-17,11,2,2,50.9,1
13285,2025-05-17,11,2,1,8.6,1
13286,2025-05-17,11,2,3,2.9,1
13287,2025-05-17,11,3,1,3.3,2
13288,2025-05-17,11,3,5,9.8,1
13289,2025-05-17,11,3,4,54.4,1
13290,2025-05-17,12,1,6,12.4,2
13291,2025-05-17,12,1,4,17.8,1
13292,2025-05-17,12,1,5,18.3,1
13293,2025-05-17,12,2,5,3.4,1
13294,2025-05-17,12,2,3,50.6,1
13295,2025-05-17,12,2,1,22.5,2
13296,2025-05-18,1,1,3,6.5,1
13297,2025-05-18,1,1,2,7.6,1
13298,2025-05-18,1,1,1,2.4,1
13299,2025-05-18,1,1,8,2.1,1
13300,2025-05-18,1,2,1,5.1,1
13301,2025-05-18,1,2,5,9.6,1
13302,2025-05-18,1,3,2,18.4,1
13303,2025-05-18,1,3,7,4.4,2
13304,2025-05-18,1,3,6,8.2,1
13305,2025-05-18,2,1,5,29.2,1
13306,2025-05-18,2,1,8,16.1,1
13307,2025-05-18,2,2,2,28.2,1
13308,2025-05-18,2,2,1,9.8,1
13309,2025-05-18,2,2,7,10.8,1
13310,2025-05-18,2,2,4,37.3,1
13311,2025-05-18,2,3,5,12.7,1
13312,2025-05-18,2,3,3,41.0,1
13313,2025-05-18,2,3,1,21.1,1
13314,2025-05-18,3,1,2,2.2,1
13315,2025-05-18,3,1,7,11.6,1
13316,2025-05-18,3,1,8,5.9,1
13317,2025-05-18,3,1,6,30.7,1
13318,2025-05-18,3,2,2,33.6,1
13319,2025-05-18,3,2,5,85.0,5
13320,2025-05-18,3,2,6,12.5,1
13321,2025-05-18,3,3,3,20.4,1
13322,2025-05-18,3,3,8,3.1,1
13323,2025-05-18,3,3,7,0.8,1
13324,2025-05-18,3,3,2,13.3,1
13325,2025-05-18,4,1,5,16.5,1
13326,2025-05-18,4,2,1,12.4,1
13327,2025-05-18,4,2,8,5.3,1
13328,2025-05-18,4,2,4,35.1,1
13329,2025-05-18,4,3,5,27.0,2
13330,2025-05-18,4,3,1,22.1,1
13331,2025-05-18,5,1,3,9.0,1
13332,2025-05-18,5,1,1,44.3,2
13333,2025-05-18,5,1,2,49.5,1
13334,2025-05-18,5,2,3,33.6,2
13335,2025-05-18,5,2,7,12.8,1
13336,2025-05-18,5,3,6,81.1,1
13337,2025-05-18,5,3,2,43.8,1
13338,2025-05-18,6,1,4,40.6,1
13339,2025-05-18,6,1,2,15.4,2
13340,2025-05-18,6,1,1,7.7,1
13341,2025-05-18,6,2,4,21.3,1
13342,2025-05-18,6,2,1,10.2,1
13343,2025-05-18,6,2,3,34.9,2
13344,2025-05-18,6,3,1,61.0,4
13345,2025-05-18,6,3,5,15.7,1
13346,2025-05-18,6,3,2,35.0,1
13347,2025-05-18,7,1,7,25.5,2
13348,2025-05-18,7,1,5,4.5,1
13349,2025-05-18,7,1,2,114.7,4
13350,2025-05-18,7,1,4,11.9,1
13351,2025-05-18,7,1,3,28.0,1
13352,2025-05-18,7,1,1,6.7,1
13353,2025-05-18,7,2,1,6.8,1
13354,2025-05-18,7,2,6,27.6,2
13355,2025-05-18,7,3,2,68.9,3
13356,2025-05-18,7,3,1,24.4,3
13357,2025-05-18,7,3,5,4.9,1
13358,2025-05-18,8,1,3,11.2,1
13359,2025-05-18,8,1,7,10.5,1
13360,2025-05-18,8,1,1,21.3,2
13361,2025-05-18,8,1,2,19.2,1
13362,2025-05-18,8,2,2,58.1,2
13363,2025-05-18,8,2,6,13.5,1
13364,2025-05-18,8,2,3,13.5,1
13365,2025-05-18,8,3,1,13.2,1
13366,2025-05-18,8,3,8,12.5,1
13367,2025-05-18,8,3,7,1.8,1
13368,2025-05-18,8,3,3,24.8,1
13369,2025-05-18,9,1,5,5.3,1
13370,2025-05-18,9,1,8,25.6,1
13371,2025-05-18,9,2,1,22.3,1
13372,2025-05-18,9,2,2,22.8,1
13373,2025-05-18,9,2,3,35.6,1
13374,2025-05-18,9,2,5,29.8,1
13375,2025-05-18,9,2,4,40.2,1
13376,2025-05-18,9,3,2,47.6,1
13377,2025-05-18,10,1,8,3.4,1
13378,2025-05-18,10,1,1,8.8,1
13379,2025-05-18,10,1,2,61.7,1
13380,2025-05-18,10,1,4,1.3,1
13381,2025-05-18,10,2,2,10.4,1
13382,2025-05-18,10,2,1,4.0,2
13383,2025-05-18,10,3,1,14.0,1
13384,2025-05-18,10,3,3,33.9,1
13385,2025-05-18,10,3,4,47.5,1
13386,2025-05-18,11,1,8,14.0,1
13387,2025-05-18,11,1,1,4.3,1
13388,2025-05-18,11,1,4,96.9,1
13389,2025-05-18,11,1,5,9.9,1
13390,2025-05-18,11,1,3,40.6,1
13391,2025-05-18,11,1,2,21.0,1
13392,2025-05-18,11,2,3,21.3,3
13393,2025-05-18,11,2,2,44.2,1
13394,2025-05-18,11,3,10,39.7,1
13395,2025-05-18,11,3,4,17.9,1
13396,2025-05-18,11,3,6,47.7,1
13397,2025-05-18,11,3,2,21.2,1
13398,2025-05-18,11,3,3,1.7,1
13399,2025-05-18,12,1,4,60.1,1
13400,2025-05-18,12,1,3,4.9,1
13401,2025-05-18,12,1,2,4.6,1
13402,2025-05-18,12,2,5,4.1,1
13403,2025-05-18,12,2,4,25.8,1
13404,2025-05-18,12,3,3,56.0,3
13405,2025-05-18,12,3,1,4.6,1
13406,2025-05-18,12,3,2,25.4,1
13407,2025-05-18,12,3,5,7.3,1
13408,2025-05-19,1,1,2,55.9,1
13409,2025-05-19,1,1,3,16.0,1
13410,2025-05-19,1,2,4,33.1,1
13411,2025-05-19,1,2,2,12.9,2
13412,2025-05-19,1,2,1,16.2,1
13413,2025-05-19,1,3,5,15.5,1
13414,2025-05-19,1,3,2,32.4,2
13415,2025-05-19,1,3,8,10.9,2
13416,2025-05-19,2,1,2,29.5,1
13417,2025-05-19,2,2,5,8.0,1
13418,2025-05-19,2,2,3,13.3,2
13419,2025-05-19,2,2,1,13.2,1
13420,2025-05-19,2,3,2,49.7,2
13421,2025-05-19,2,3,8,21.9,1
13422,2025-05-19,2,3,7,19.8,1
13423,2025-05-19,2,3,1,6.1,1
13424,2025-05-19,2,3,3,5.9,1
13425,2025-05-19,3,1,1,6.4,1
13426,2025-05-19,3,1,2,57.2,1
13427,2025-05-19,3,2,2,25.5,3
13428,2025-05-19,3,2,1,32.6,3
13429,2025-05-19,3,3,3,48.8,2
13430,2025-05-19,3,3,7,35.1,3
13431,2025-05-19,3,3,2,96.3,3
13432,2025-05-19,3,3,1,19.9,2
13433,2025-05-19,4,2,4,12.4,1
13434,2025-05-19,4,3,4,38.1,1
13435,2025-05-19,4,3,1,6.3,1
13436,2025-05-19,5,1,1,16.5,2
13437,2025-05-19,5,1,8,14.4,1
13438,2025-05-19,5,2,2,30.7,1
13439,2025-05-19,5,2,1,23.5,2
13440,2025-05-19,5,2,4,46.2,1
13441,2025-05-19,5,3,8,34.7,2
13442,2025-05-19,5,3,2,7.0,1
13443,2025-05-19,6,1,1,28.0,3
13444,2025-05-19,6,1,3,30.4,1
13445,2025-05-19,6,2,3,10.9,1
13446,2025-05-19,6,2,1,33.8,2
13447,2025-05-19,6,3,3,47.6,2
13448,2025-05-19,7,1,2,41.6,2
13449,2025-05-19,7,1,3,2.3,1
13450,2025-05-19,7,1,1,22.6,1
13451,2025-05-19,7,1,4,10.0,1
13452,2025-05-19,7,1,6,34.3,1
13453,2025-05-19,7,2,3,16.4,2
13454,2025-05-19,7,2,1,8.8,2
13455,2025-05-19,7,3,1,28.5,2
13456,2025-05-19,7,3,3,2.6,1
13457,2025-05-19,7,3,5,20.6,2
13458,2025-05-19,7,3,8,10.4,1
13459,2025-05-19,7,3,2,42.1,2
13460,2025-05-19,8,1,6,44.7,2
13461,2025-05-19,8,1,2,38.5,2
13462,2025-05-19,8,2,2,10.6,1
13463,2025-05-19,8,2,4,88.9,2
13464,2025-05-19,8,2,1,7.3,2
13465,2025-05-19,8,2,3,45.4,2
13466,2025-05-19,8,3,4,73.3,1
13467,2025-05-19,8,3,2,72.3,2
13468,2025-05-19,8,3,1,3.7,1
13469,2025-05-19,9,1,2,49.5,2
13470,2025-05-19,9,2,3,23.9,2
13471,2025-05-19,9,2,6,41.5,1
13472,2025-05-19,9,3,4,30.0,1
13473,2025-05-19,9,3,3,7.3,1
13474,2025-05-19,10,1,4,15.2,1
13475,2025-05-19,10,1,2,22.1,1
13476,2025-05-19,10,1,8,10.3,1
13477,2025-05-19,10,2,5,7.4,1
13478,2025-05-19,10,2,1,16.8,1
13479,2025-05-19,10,3,5,51.1,2
13480,2025-05-19,10,3,2,83.2,1
13481,2025-05-19,11,1,3,3.8,1
13482,2025-05-19,11,1,2,26.3,1
13483,2025-05-19,11,1,1,6.8,1
13484,2025-05-19,11,1,5,10.0,1
13485,2025-05-19,11,2,3,8.3,1
13486,2025-05-19,11,2,4,49.5,1
13487,2025-05-19,11,2,2,11.6,1
13488,2025-05-19,11,2,1,5.9,1
13489,2025-05-19,11,3,5,25.3,2
13490,2025-05-19,11,3,1,19.8,2
13491,2025-05-19,11,3,4,79.5,2
13492,2025-05-19,12,1,1,9.8,1
13493,2025-05-19,12,1,2,80.6,3
13494,2025-05-19,12,2,2,68.1,2
13495,2025-05-19,12,2,4,39.3,1
13496,2025-05-19,12,3,4,36.9,2
13497,2025-05-19,12,3,3,29.5,1
13498,2025-05-19,12,3,2,123.5,2
13499,2025-05-20,1,1,2,11.3,1
13500,2025-05-20,1,1,1,1.6,1
13501,2025-05-20,1,1,7,2.3,1
13502,2025-05-20,1,1,4,57.7,2
13503,2025-05-20,1,2,1,10.6,1
13504,2025-05-20,1,2,4,67.5,1
13505,2025-05-20,1,3,4,31.6,1
13506,2025-05-20,1,3,5,16.1,1
13507,2025-05-20,2,1,1,14.8,1
13508,2025-05-20,2,1,3,26.4,1
13509,2025-05-20,2,2,3,23.9,1
13510,2025-05-20,2,2,4,7.7,1
13511,2025-05-20,2,2,5,13.8,1
13512,2025-05-20,2,2,7,19.3,1
13513,2025-05-20,2,2,1,7.0,1
13514,2025-05-20,2,3,2,47.8,1
13515,2025-05-20,2,3,8,5.9,1
13516,2025-05-20,3,1,4,59.6,1
13517,2025-05-20,3,1,6,62.3,1
13518,2025-05-20,3,1,1,19.2,2
13519,2025-05-20,3,2,1,25.9,3
13520,2025-05-20,3,2,2,35.9,1
13521,2025-05-20,3,2,3,39.6,2
13522,2025-05-20,3,2,4,30.2,1
13523,2025-05-20,3,2,7,14.4,1
13524,2025-05-20,3,3,5,23.4,2
13525,2025-05-20,3,3,1,65.6,4
13526,2025-05-20,3,3,4,44.7,1
13527,2025-05-20,3,3,7,31.1,1
