ProductionKey,Date,MachineKey,ShiftKey,Planned Minutes,Run Minutes,Ideal Minutes,Units Produced,Units Good
2498,2025-03-11,5,2,480.0,472.7,410.2,1172,1145
2499,2025-03-11,5,3,480.0,430.4,354.6,1013,992
2500,2025-03-11,6,1,480.0,388.4,332.1,949,922
2501,2025-03-11,6,2,480.0,476.9,414.4,1184,1151
2502,2025-03-11,6,3,480.0,444.8,372.1,1063,1046
2503,2025-03-11,7,1,480.0,338.4,278.4,696,677
2504,2025-03-11,7,2,480.0,376.2,310.8,777,760
2505,2025-03-11,7,3,480.0,353.2,280.8,702,683
2506,2025-03-11,8,1,480.0,471.6,414.0,1080,1064
2507,2025-03-11,8,2,480.0,396.6,344.6,899,875
2508,2025-03-11,8,3,480.0,438.5,357.3,932,910
2509,2025-03-11,9,1,480.0,473.0,431.0,1361,1342
2510,2025-03-11,9,2,480.0,470.7,412.6,1303,1290
2511,2025-03-11,9,3,480.0,443.7,376.2,1188,1167
2512,2025-03-11,10,1,480.0,342.1,300.8,1203,1186
2513,2025-03-11,10,2,480.0,480.0,413.0,1652,1620
2514,2025-03-11,10,3,480.0,447.2,376.0,1504,1486
2515,2025-03-11,11,1,480.0,382.4,334.0,1145,1119
2516,2025-03-11,11,2,480.0,377.1,312.4,1071,1048
2517,2025-03-11,11,3,480.0,339.3,277.7,952,927
2518,2025-03-11,12,1,480.0,474.7,407.5,1528,1506
2519,2025-03-11,12,2,480.0,449.2,381.9,1432,1411
2520,2025-03-11,12,3,480.0,453.6,383.2,1437,1409
2521,2025-03-12,1,1,480.0,464.2,418.2,2091,2073
2522,2025-03-12,1,2,480.0,413.9,379.8,1899,1877
2523,2025-03-12,1,3,480.0,405.3,344.0,1720,1715
2524,2025-03-12,2,1,480.0,480.0,404.2,2021,1988
2525,2025-03-12,2,2,480.0,305.0,269.6,1348,1340
2526,2025-03-12,2,3,480.0,321.5,275.0,1375,1353
2527,2025-03-12,3,1,480.0,312.8,264.6,1176,1144
2528,2025-03-12,3,2,480.0,457.5,371.0,1649,1614
2529,2025-03-12,3,3,480.0,321.9,261.4,1162,1136
2530,2025-03-12,4,1,480.0,394.9,357.8,2260,2243
2531,2025-03-12,4,2,480.0,408.1,370.5,2340,2320
2532,2025-03-12,4,3,480.0,397.6,360.7,2278,2235
2533,2025-03-12,5,1,480.0,384.6,321.3,918,899
2534,2025-03-12,5,2,480.0,323.1,273.4,781,765
2535,2025-03-12,5,3,480.0,451.6,382.6,1093,1067
2536,2025-03-12,6,1,480.0,443.3,369.6,1056,1038
2537,2025-03-12,6,2,480.0,384.4,331.4,947,932
2538,2025-03-12,6,3,480.0,408.2,335.6,959,936
2539,2025-03-12,7,1,480.0,409.3,333.6,834,813
2540,2025-03-12,7,2,480.0,315.0,259.6,649,636
2541,2025-03-12,7,3,480.0,359.1,278.4,696,679
2542,2025-03-12,8,1,480.0,447.6,378.7,988,965
2543,2025-03-12,8,2,480.0,325.3,275.6,719,704
2544,2025-03-12,8,3,480.0,404.7,340.0,887,873
2545,2025-03-12,9,1,480.0,458.5,408.8,1291,1278
2546,2025-03-12,9,2,480.0,468.8,411.7,1300,1288
2547,2025-03-12,9,3,480.0,404.1,356.6,1126,1109
2548,2025-03-12,10,1,480.0,216.8,191.0,764,751
2549,2025-03-12,10,2,480.0,348.0,300.5,1202,1184
2550,2025-03-12,10,3,480.0,384.0,318.0,1272,1256
2551,2025-03-12,11,1,480.0,457.4,385.6,1322,1283
2552,2025-03-12,11,2,480.0,387.6,326.4,1119,1099
2553,2025-03-12,11,3,480.0,300.4,240.0,823,806
2554,2025-03-12,12,1,480.0,454.7,401.3,1505,1481
2555,2025-03-12,12,2,480.0,476.7,424.8,1593,1565
2556,2025-03-12,12,3,480.0,355.9,302.4,1134,1120
2557,2025-03-13,1,1,480.0,460.7,429.6,2148,2121
2558,2025-03-13,1,2,480.0,480.0,424.0,2120,2106
2559,2025-03-13,1,3,480.0,410.9,362.6,1813,1800
2560,2025-03-13,2,1,480.0,320.3,279.8,1399,1376
2561,2025-03-13,2,2,480.0,415.2,368.2,1841,1806
2562,2025-03-13,2,3,440.3,344.1,299.2,1496,1481
2563,2025-03-13,3,1,480.0,448.0,363.4,1615,1573
2564,2025-03-13,3,2,480.0,370.3,309.4,1375,1349
2565,2025-03-13,3,3,480.0,400.7,325.1,1445,1408
2566,2025-03-13,4,1,480.0,480.0,433.8,2740,2704
2567,2025-03-13,4,2,480.0,472.6,424.0,2678,2643
2568,2025-03-13,4,3,446.0,417.5,372.9,2355,2324
2569,2025-03-13,5,1,480.0,357.8,301.0,860,849
2570,2025-03-13,5,2,480.0,419.6,348.2,995,981
2571,2025-03-13,5,3,480.0,382.7,317.8,908,894
2572,2025-03-13,6,1,480.0,369.1,310.4,887,872
2573,2025-03-13,6,2,480.0,462.2,382.6,1093,1077
2574,2025-03-13,6,3,480.0,358.5,287.4,821,801
2575,2025-03-13,7,1,480.0,435.0,356.0,890,860
2576,2025-03-13,7,2,480.0,379.4,315.6,789,768
2577,2025-03-13,7,3,480.0,354.9,275.2,688,667
2578,2025-03-13,8,1,480.0,430.8,362.6,946,936
2579,2025-03-13,8,2,480.0,433.5,357.6,933,914
2580,2025-03-13,8,3,480.0,377.4,302.1,788,770
2581,2025-03-13,9,1,480.0,439.1,387.6,1224,1203
2582,2025-03-13,9,2,480.0,436.1,389.8,1231,1214
2583,2025-03-13,9,3,480.0,336.0,289.1,913,904
2584,2025-03-13,10,1,480.0,448.1,401.5,1606,1586
2585,2025-03-13,10,2,480.0,467.9,410.5,1642,1612
2586,2025-03-13,10,3,438.9,422.1,359.8,1439,1411
2587,2025-03-13,11,1,480.0,355.3,301.9,1035,1007
2588,2025-03-13,11,2,480.0,443.7,366.9,1258,1227
2589,2025-03-13,11,3,480.0,450.9,376.2,1290,1268
2590,2025-03-13,12,1,480.0,416.7,364.3,1366,1347
2591,2025-03-13,12,2,480.0,370.2,324.0,1215,1196
2592,2025-03-13,12,3,480.0,382.9,336.0,1260,1243
2593,2025-03-14,1,1,480.0,408.4,355.2,1776,1761
2594,2025-03-14,1,2,480.0,480.0,427.6,2138,2116
2595,2025-03-14,1,3,480.0,365.6,312.6,1563,1554
2596,2025-03-14,2,1,480.0,434.0,379.4,1897,1876
2597,2025-03-14,2,2,480.0,427.7,362.2,1811,1786
2598,2025-03-14,2,3,438.5,404.3,345.4,1727,1697
2599,2025-03-14,3,1,480.0,393.4,314.1,1396,1366
2600,2025-03-14,3,2,480.0,366.8,306.4,1362,1329
2601,2025-03-14,3,3,480.0,376.5,306.0,1360,1339
2602,2025-03-14,4,1,480.0,450.1,421.2,2660,2632
2603,2025-03-14,4,2,480.0,465.2,418.8,2645,2620
2604,2025-03-14,4,3,480.0,480.0,428.4,2706,2702
2605,2025-03-14,5,1,480.0,470.6,403.6,1153,1140
2606,2025-03-14,5,2,480.0,450.1,376.2,1075,1059
2607,2025-03-14,5,3,480.0,411.5,341.2,975,954
2608,2025-03-14,6,1,480.0,436.3,372.4,1064,1037
2609,2025-03-14,6,2,480.0,413.8,359.4,1027,1006
2610,2025-03-14,6,3,480.0,435.2,368.2,1052,1032
2611,2025-03-14,7,1,480.0,355.0,291.2,728,709
2612,2025-03-14,7,2,480.0,398.3,323.2,808,785
2613,2025-03-14,7,3,480.0,431.7,348.0,870,852
2614,2025-03-14,8,1,480.0,304.9,264.5,690,673
2615,2025-03-14,8,2,480.0,470.2,401.4,1047,1027
2616,2025-03-14,8,3,480.0,330.6,271.0,707,693
2617,2025-03-14,9,1,480.0,427.5,384.8,1215,1202
2618,2025-03-14,9,2,480.0,466.7,419.9,1326,1306
2619,2025-03-14,9,3,480.0,441.9,374.6,1183,1169
2620,2025-03-14,10,1,480.0,427.2,386.2,1545,1532
2621,2025-03-14,10,2,480.0,357.8,310.0,1240,1226
2622,2025-03-14,10,3,480.0,437.9,377.0,1508,1484
2623,2025-03-14,11,1,480.0,474.8,399.0,1368,1344
2624,2025-03-14,11,2,480.0,403.0,333.4,1143,1117
2625,2025-03-14,11,3,480.0,337.2,270.4,927,907
2626,2025-03-14,12,1,480.0,480.0,433.9,1627,1609
2627,2025-03-14,12,2,480.0,412.1,368.0,1380,1371
2628,2025-03-14,12,3,480.0,427.5,359.7,1349,1324
2629,2025-03-15,1,1,480.0,416.9,376.6,1883,1877
2630,2025-03-15,1,2,480.0,436.1,379.4,1897,1877
2631,2025-03-15,1,3,480.0,419.9,357.2,1786,1770
2632,2025-03-15,2,1,308.1,168.7,147.6,738,729
2633,2025-03-15,2,2,480.0,458.1,418.8,2094,2067
2634,2025-03-15,2,3,480.0,480.0,412.8,2064,2035
2635,2025-03-15,3,1,480.0,418.0,344.5,1531,1498
2636,2025-03-15,3,2,480.0,309.9,261.0,1160,1132
2637,2025-03-15,3,3,480.0,441.2,363.6,1616,1581
2638,2025-03-15,4,1,480.0,480.0,441.8,2790,2766
2639,2025-03-15,4,2,480.0,386.3,348.5,2201,2181
2640,2025-03-15,4,3,480.0,394.8,353.1,2230,2215
2641,2025-03-15,5,1,480.0,416.1,355.2,1015,991
2642,2025-03-15,5,2,480.0,414.3,347.2,992,976
2643,2025-03-15,5,3,480.0,229.2,190.4,544,536
2644,2025-03-15,6,1,480.0,376.0,317.1,906,892
2645,2025-03-15,6,2,480.0,351.5,294.0,840,820
2646,2025-03-15,6,3,480.0,254.7,211.8,605,590
2647,2025-03-15,7,1,480.0,274.0,225.2,563,547
2648,2025-03-15,7,2,480.0,342.4,283.2,708,684
2649,2025-03-15,7,3,457.2,326.5,257.6,644,630
2650,2025-03-15,8,1,480.0,391.5,324.3,846,831
2651,2025-03-15,8,2,480.0,441.7,369.5,964,942
2652,2025-03-15,8,3,480.0,377.2,309.0,806,783
2653,2025-03-15,9,1,480.0,401.3,373.4,1179,1157
2654,2025-03-15,9,2,480.0,480.0,434.5,1372,1351
2655,2025-03-15,9,3,480.0,302.4,260.3,822,818
2656,2025-03-15,10,1,480.0,439.6,382.8,1531,1509
2657,2025-03-15,10,2,480.0,362.5,309.5,1238,1217
2658,2025-03-15,10,3,480.0,351.9,287.8,1151,1129
2659,2025-03-15,11,1,480.0,349.9,288.8,990,970
2660,2025-03-15,11,2,480.0,434.4,369.2,1266,1236
2661,2025-03-15,11,3,480.0,446.5,366.3,1256,1230
2662,2025-03-15,12,1,480.0,377.6,335.7,1259,1251
2663,2025-03-15,12,2,480.0,437.5,363.2,1362,1345
2664,2025-03-15,12,3,480.0,451.8,383.2,1437,1418
2665,2025-03-16,1,1,480.0,480.0,428.4,2142,2123
2666,2025-03-16,1,2,480.0,356.8,320.8,1604,1585
2667,2025-03-16,1,3,480.0,401.7,345.8,1729,1704
2668,2025-03-16,2,1,480.0,474.4,423.6,2118,2080
2669,2025-03-16,2,2,480.0,463.2,398.8,1994,1964
2670,2025-03-16,2,3,480.0,407.2,342.6,1713,1690
2671,2025-03-16,3,1,480.0,182.1,148.7,661,641
2672,2025-03-16,3,2,480.0,334.2,271.4,1206,1180
2673,2025-03-16,3,3,480.0,376.8,289.4,1286,1259
2674,2025-03-16,4,1,480.0,468.7,433.0,2735,2702
2675,2025-03-16,4,2,480.0,352.8,321.1,2028,2005
2676,2025-03-16,4,3,480.0,458.9,411.8,2601,2573
2677,2025-03-16,5,1,480.0,463.5,412.6,1179,1157
2678,2025-03-16,5,2,480.0,429.2,369.6,1056,1030
2679,2025-03-16,5,3,480.0,398.2,332.9,951,928
2680,2025-03-16,6,1,480.0,443.7,378.0,1080,1070
2681,2025-03-16,6,2,480.0,451.1,380.4,1087,1064
2682,2025-03-16,6,3,446.0,366.4,302.4,864,852
2683,2025-03-16,7,1,480.0,250.8,207.6,519,505
2684,2025-03-16,7,2,480.0,205.3,171.6,429,418
2685,2025-03-16,7,3,480.0,369.9,284.8,712,691
2686,2025-03-16,8,1,480.0,422.3,373.4,974,950
2687,2025-03-16,8,2,480.0,315.1,264.1,689,670
2688,2025-03-16,8,3,480.0,444.6,371.1,968,950
2689,2025-03-16,9,1,480.0,450.3,415.8,1313,1299
2690,2025-03-16,9,2,480.0,467.1,433.2,1368,1350
2691,2025-03-16,9,3,480.0,435.5,380.3,1201,1186
2692,2025-03-16,10,1,480.0,308.5,267.2,1069,1050
2693,2025-03-16,10,2,480.0,356.7,309.5,1238,1228
2694,2025-03-16,10,3,480.0,461.0,379.0,1516,1491
2695,2025-03-16,11,1,480.0,369.2,314.7,1079,1048
2696,2025-03-16,11,2,480.0,428.7,371.0,1272,1242
2697,2025-03-16,11,3,480.0,327.4,263.1,902,884
2698,2025-03-16,12,1,480.0,405.5,353.3,1325,1306
2699,2025-03-16,12,2,480.0,469.2,416.8,1563,1543
2700,2025-03-16,12,3,480.0,347.2,303.7,1139,1128
2701,2025-03-17,1,1,480.0,427.1,374.8,1874,1845
2702,2025-03-17,1,2,480.0,434.4,383.6,1918,1901
2703,2025-03-17,1,3,448.9,316.3,283.6,1418,1397
2704,2025-03-17,2,1,480.0,409.6,369.0,1845,1815
2705,2025-03-17,2,2,480.0,402.5,353.6,1768,1738
2706,2025-03-17,2,3,480.0,470.5,402.8,2014,1983
2707,2025-03-17,3,1,480.0,355.9,292.1,1298,1279
2708,2025-03-17,3,2,480.0,290.4,247.5,1100,1080
2709,2025-03-17,3,3,480.0,377.7,297.7,1323,1288
2710,2025-03-17,4,1,335.8,310.2,281.5,1778,1750
2711,2025-03-17,4,2,480.0,452.3,402.6,2543,2522
2712,2025-03-17,4,3,480.0,420.6,373.8,2361,2341
2713,2025-03-17,5,1,480.0,389.6,336.0,960,945
2714,2025-03-17,5,2,480.0,443.7,393.1,1123,1109
2715,2025-03-17,5,3,480.0,432.5,364.7,1042,1019
2716,2025-03-17,6,1,300.3,264.8,223.3,638,625
2717,2025-03-17,6,2,480.0,465.4,396.6,1133,1110
2718,2025-03-17,6,3,480.0,433.7,355.2,1015,992
2719,2025-03-17,7,1,480.0,314.4,259.2,648,636
2720,2025-03-17,7,2,480.0,440.9,365.2,913,890
2721,2025-03-17,7,3,480.0,291.2,238.4,596,579
2722,2025-03-17,8,1,480.0,417.2,350.8,915,897
2723,2025-03-17,8,2,480.0,462.6,398.3,1039,1018
2724,2025-03-17,8,3,480.0,472.9,384.5,1003,983
2725,2025-03-17,9,1,480.0,417.7,368.0,1162,1147
2726,2025-03-17,9,2,480.0,480.0,437.3,1381,1353
2727,2025-03-17,9,3,480.0,387.6,334.1,1055,1042
2728,2025-03-17,10,1,480.0,432.1,378.5,1514,1491
2729,2025-03-17,10,2,480.0,311.5,270.0,1080,1065
2730,2025-03-17,10,3,480.0,357.4,304.2,1217,1197
2731,2025-03-17,11,1,480.0,315.6,265.7,911,888
2732,2025-03-17,11,2,480.0,436.5,366.3,1256,1233
2733,2025-03-17,11,3,480.0,290.1,233.3,800,781
2734,2025-03-17,12,1,480.0,478.2,441.3,1655,1637
2735,2025-03-17,12,2,480.0,375.2,323.2,1212,1192
2736,2025-03-17,12,3,480.0,449.8,380.5,1427,1404
2737,2025-03-18,1,1,480.0,458.5,413.0,2065,2039
2738,2025-03-18,1,2,480.0,442.0,385.8,1929,1897
2739,2025-03-18,1,3,480.0,418.5,356.0,1780,1754
2740,2025-03-18,2,1,480.0,456.4,405.4,2027,2005
2741,2025-03-18,2,2,480.0,468.3,432.4,2162,2133
2742,2025-03-18,2,3,480.0,412.9,356.4,1782,1759
2743,2025-03-18,3,1,480.0,339.8,279.2,1241,1207
2744,2025-03-18,3,2,480.0,348.8,290.5,1291,1265
2745,2025-03-18,3,3,480.0,471.4,379.8,1688,1657
2746,2025-03-18,4,1,480.0,472.3,432.4,2731,2684
2747,2025-03-18,4,2,480.0,442.1,421.2,2660,2631
2748,2025-03-18,4,3,480.0,480.0,428.0,2703,2681
2749,2025-03-18,5,1,480.0,415.0,360.5,1030,1011
2750,2025-03-18,5,2,480.0,425.0,364.4,1041,1022
2751,2025-03-18,5,3,480.0,397.6,326.2,932,915
2752,2025-03-18,6,1,480.0,302.7,261.4,747,734
2753,2025-03-18,6,2,480.0,480.0,402.5,1150,1125
2754,2025-03-18,6,3,480.0,417.1,346.5,990,972
2755,2025-03-18,7,1,480.0,421.5,350.0,875,853
2756,2025-03-18,7,2,480.0,394.6,330.0,825,806
2757,2025-03-18,7,3,480.0,347.3,273.6,684,669
2758,2025-03-18,8,1,480.0,430.1,368.8,962,945
2759,2025-03-18,8,2,480.0,480.0,412.9,1077,1050
2760,2025-03-18,8,3,480.0,453.9,364.6,951,927
2761,2025-03-18,9,1,480.0,322.8,286.3,904,895
2762,2025-03-18,9,2,480.0,471.2,419.9,1326,1302
2763,2025-03-18,9,3,480.0,416.1,353.4,1116,1101
2764,2025-03-18,10,1,480.0,418.8,373.0,1492,1476
2765,2025-03-18,10,2,480.0,373.0,325.2,1301,1284
2766,2025-03-18,10,3,480.0,446.0,378.5,1514,1487
2767,2025-03-18,11,1,480.0,326.7,282.3,968,947
2768,2025-03-18,11,2,480.0,443.4,375.1,1286,1259
2769,2025-03-18,11,3,480.0,104.7,84.0,288,281
2770,2025-03-18,12,1,480.0,415.7,359.7,1349,1336
2771,2025-03-18,12,2,480.0,447.3,389.6,1461,1432
2772,2025-03-18,12,3,480.0,434.8,381.1,1429,1406
2773,2025-03-19,1,1,480.0,413.9,371.2,1856,1836
2774,2025-03-19,1,2,480.0,430.9,377.0,1885,1870
2775,2025-03-19,1,3,480.0,321.9,280.2,1401,1380
2776,2025-03-19,2,1,480.0,466.0,415.4,2077,2061
2777,2025-03-19,2,2,480.0,460.2,394.6,1973,1946
2778,2025-03-19,2,3,480.0,450.0,393.0,1965,1937
2779,2025-03-19,3,1,480.0,420.1,336.6,1496,1458
2780,2025-03-19,3,2,480.0,428.2,348.8,1550,1524
2781,2025-03-19,3,3,480.0,330.2,266.2,1183,1159
2782,2025-03-19,4,1,480.0,455.2,404.1,2552,2519
2783,2025-03-19,4,2,480.0,405.4,373.5,2359,2354
2784,2025-03-19,4,3,480.0,446.8,390.4,2466,2443
2785,2025-03-19,5,1,480.0,422.2,354.2,1012,987
2786,2025-03-19,5,2,480.0,320.4,279.6,799,781
2787,2025-03-19,5,3,480.0,399.4,328.6,939,927
2788,2025-03-19,6,1,480.0,448.3,378.4,1081,1057
2789,2025-03-19,6,2,480.0,440.2,371.4,1061,1038
2790,2025-03-19,6,3,480.0,407.1,337.4,964,951
2791,2025-03-19,7,1,480.0,254.0,213.2,533,516
2792,2025-03-19,7,2,480.0,347.2,290.0,725,709
2793,2025-03-19,7,3,480.0,371.9,299.6,749,729
2794,2025-03-19,8,1,480.0,429.4,362.6,946,932
2795,2025-03-19,8,2,480.0,444.3,379.9,991,975
2796,2025-03-19,8,3,480.0,451.9,383.3,1000,978
2797,2025-03-19,9,1,480.0,404.2,366.7,1158,1134
2798,2025-03-19,9,2,480.0,410.6,373.4,1179,1160
2799,2025-03-19,9,3,480.0,455.0,386.6,1221,1205
2800,2025-03-19,10,1,480.0,395.1,349.8,1399,1382
2801,2025-03-19,10,2,480.0,423.9,356.0,1424,1405
2802,2025-03-19,10,3,480.0,402.5,349.2,1397,1386
2803,2025-03-19,11,1,480.0,430.6,363.1,1245,1206
2804,2025-03-19,11,2,480.0,312.5,260.8,894,872
2805,2025-03-19,11,3,480.0,297.9,250.2,858,836
2806,2025-03-19,12,1,480.0,405.8,346.9,1301,1288
2807,2025-03-19,12,2,480.0,417.0,357.3,1340,1323
2808,2025-03-19,12,3,480.0,424.2,369.1,1384,1363
2809,2025-03-20,1,1,480.0,427.6,378.2,1891,1873
2810,2025-03-20,1,2,480.0,404.0,368.0,1840,1826
2811,2025-03-20,1,3,480.0,462.9,383.8,1919,1895
2812,2025-03-20,2,1,480.0,435.8,380.4,1902,1878
2813,2025-03-20,2,2,480.0,399.4,363.8,1819,1795
2814,2025-03-20,2,3,480.0,441.9,372.2,1861,1831
2815,2025-03-20,3,1,480.0,343.8,282.1,1254,1233
2816,2025-03-20,3,2,480.0,355.9,301.1,1338,1318
2817,2025-03-20,3,3,480.0,380.2,304.6,1354,1327
2818,2025-03-20,4,1,480.0,424.4,386.5,2441,2411
2819,2025-03-20,4,2,480.0,468.0,432.4,2731,2693
2820,2025-03-20,4,3,444.8,402.6,370.7,2341,2323
2821,2025-03-20,5,1,480.0,390.9,336.4,961,945
2822,2025-03-20,5,2,480.0,377.2,325.9,931,911
2823,2025-03-20,5,3,480.0,423.1,354.2,1012,994
2824,2025-03-20,6,1,480.0,440.3,372.1,1063,1047
2825,2025-03-20,6,2,480.0,401.5,331.1,946,929
2826,2025-03-20,6,3,480.0,416.6,335.3,958,940
2827,2025-03-20,7,1,480.0,468.2,366.8,917,897
2828,2025-03-20,7,2,480.0,332.9,277.2,693,673
2829,2025-03-20,7,3,480.0,428.0,334.0,835,819
2830,2025-03-20,8,1,480.0,399.6,334.3,872,856
2831,2025-03-20,8,2,480.0,276.1,231.5,604,590
2832,2025-03-20,8,3,434.5,306.8,247.6,646,633
2833,2025-03-20,9,1,480.0,432.2,386.3,1220,1196
2834,2025-03-20,9,2,480.0,475.3,433.8,1370,1355
2835,2025-03-20,9,3,480.0,458.3,403.4,1274,1257
2836,2025-03-20,10,1,480.0,435.4,379.2,1517,1489
2837,2025-03-20,10,2,480.0,452.7,405.0,1620,1596
2838,2025-03-20,10,3,480.0,384.3,325.5,1302,1280
2839,2025-03-20,11,1,480.0,437.4,355.8,1220,1191
2840,2025-03-20,11,2,480.0,435.4,368.7,1264,1237
2841,2025-03-20,11,3,480.0,379.4,313.0,1073,1049
2842,2025-03-20,12,1,480.0,389.7,349.3,1310,1295
2843,2025-03-20,12,2,480.0,480.0,428.0,1605,1587
2844,2025-03-20,12,3,480.0,340.9,296.5,1112,1104
2845,2025-03-21,1,1,480.0,410.0,361.2,1806,1789
2846,2025-03-21,1,2,480.0,378.2,338.0,1690,1670
2847,2025-03-21,1,3,431.9,406.3,358.8,1794,1769
2848,2025-03-21,2,1,480.0,419.2,371.4,1857,1829
2849,2025-03-21,2,2,480.0,404.9,354.0,1770,1748
2850,2025-03-21,2,3,480.0,413.0,348.4,1742,1719
2851,2025-03-21,3,1,480.0,425.0,346.3,1539,1517
2852,2025-03-21,3,2,480.0,406.2,321.5,1429,1402
2853,2025-03-21,3,3,480.0,465.8,371.9,1653,1610
2854,2025-03-21,4,1,480.0,462.7,417.2,2635,2620
2855,2025-03-21,4,2,480.0,460.6,434.9,2747,2725
2856,2025-03-21,4,3,426.0,360.2,315.4,1992,1964
2857,2025-03-21,5,1,322.3,264.5,232.1,663,647
2858,2025-03-21,5,2,480.0,457.3,398.6,1139,1109
2859,2025-03-21,5,3,480.0,460.9,386.8,1105,1087
2860,2025-03-21,6,1,480.0,385.8,318.1,909,896
2861,2025-03-21,6,2,480.0,407.3,354.6,1013,996
2862,2025-03-21,6,3,480.0,473.3,405.3,1158,1131
2863,2025-03-21,7,1,480.0,349.7,292.8,732,712
2864,2025-03-21,7,2,480.0,362.2,296.8,742,723
2865,2025-03-21,7,3,480.0,462.2,363.6,909,888
2866,2025-03-21,8,1,480.0,466.1,392.5,1024,1004
2867,2025-03-21,8,2,480.0,425.1,345.8,902,879
2868,2025-03-21,8,3,480.0,376.2,307.8,803,785
2869,2025-03-21,9,1,480.0,451.2,402.8,1272,1253
2870,2025-03-21,9,2,480.0,461.4,426.2,1346,1325
2871,2025-03-21,9,3,480.0,444.1,395.2,1248,1226
2872,2025-03-21,10,1,480.0,463.1,402.0,1608,1589
2873,2025-03-21,10,2,480.0,382.3,337.8,1351,1325
2874,2025-03-21,10,3,480.0,478.7,401.5,1606,1575
2875,2025-03-21,11,1,480.0,404.5,333.4,1143,1119
2876,2025-03-21,11,2,480.0,436.8,370.7,1271,1240
2877,2025-03-21,11,3,442.0,417.1,350.9,1203,1177
2878,2025-03-21,12,1,480.0,459.0,399.7,1499,1482
2879,2025-03-21,12,2,480.0,480.0,421.9,1582,1563
2880,2025-03-21,12,3,480.0,404.9,339.2,1272,1248
2881,2025-03-22,1,1,480.0,480.0,416.8,2084,2058
2882,2025-03-22,1,2,480.0,474.5,423.8,2119,2096
2883,2025-03-22,1,3,480.0,414.9,358.0,1790,1774
2884,2025-03-22,2,1,480.0,411.8,360.4,1802,1783
2885,2025-03-22,2,2,480.0,422.0,369.2,1846,1824
2886,2025-03-22,2,3,480.0,419.6,348.8,1744,1720
2887,2025-03-22,3,1,480.0,449.0,370.4,1646,1613
2888,2025-03-22,3,2,480.0,391.7,330.5,1469,1441
2889,2025-03-22,3,3,480.0,432.2,344.2,1530,1501
2890,2025-03-22,4,1,480.0,480.0,432.7,2733,2691
2891,2025-03-22,4,2,480.0,458.6,432.7,2733,2712
2892,2025-03-22,4,3,480.0,480.0,415.9,2627,2595
2893,2025-03-22,5,1,480.0,444.1,389.2,1112,1088
2894,2025-03-22,5,2,480.0,405.1,338.4,967,947
2895,2025-03-22,5,3,428.6,301.4,250.2,715,702
2896,2025-03-22,6,1,480.0,328.0,280.0,800,782
2897,2025-03-22,6,2,480.0,450.2,383.6,1096,1068
2898,2025-03-22,6,3,480.0,472.2,373.8,1068,1052
2899,2025-03-22,7,1,480.0,438.2,354.8,887,863
2900,2025-03-22,7,2,480.0,408.8,328.0,820,800
2901,2025-03-22,7,3,480.0,375.5,315.2,788,764
2902,2025-03-22,8,1,480.0,456.6,382.9,999,982
2903,2025-03-22,8,2,480.0,368.7,310.9,811,796
2904,2025-03-22,8,3,480.0,398.6,332.0,866,844
2905,2025-03-22,9,1,480.0,399.7,352.1,1112,1100
2906,2025-03-22,9,2,480.0,471.7,419.6,1325,1311
2907,2025-03-22,9,3,480.0,419.8,360.1,1137,1119
2908,2025-03-22,10,1,480.0,408.7,370.5,1482,1460
2909,2025-03-22,10,2,480.0,402.6,351.5,1406,1389
2910,2025-03-22,10,3,480.0,430.5,369.2,1477,1455
2911,2025-03-22,11,1,480.0,462.6,394.0,1351,1328
2912,2025-03-22,11,2,480.0,417.5,367.5,1260,1234
2913,2025-03-22,11,3,480.0,409.9,337.2,1156,1131
2914,2025-03-22,12,1,480.0,428.8,366.9,1376,1350
2915,2025-03-22,12,2,480.0,445.6,390.4,1464,1448
2916,2025-03-22,12,3,480.0,466.4,409.3,1535,1505
2917,2025-03-23,1,1,480.0,434.6,393.8,1969,1944
2918,2025-03-23,1,2,480.0,402.1,361.2,1806,1786
2919,2025-03-23,1,3,480.0,452.1,393.2,1966,1937
2920,2025-03-23,2,1,480.0,455.8,390.8,1954,1933
2921,2025-03-23,2,2,480.0,474.6,422.2,2111,2073
2922,2025-03-23,2,3,480.0,455.8,381.0,1905,1872
2923,2025-03-23,3,1,480.0,443.4,372.1,1654,1620
2924,2025-03-23,3,2,480.0,451.0,370.4,1646,1600
2925,2025-03-23,3,3,480.0,380.8,309.6,1376,1344
2926,2025-03-23,4,1,480.0,480.0,435.9,2753,2738
2927,2025-03-23,4,2,480.0,449.9,412.6,2606,2566
2928,2025-03-23,4,3,480.0,420.9,380.9,2406,2384
2929,2025-03-23,5,1,480.0,414.3,346.9,991,977
2930,2025-03-23,5,2,480.0,269.3,236.2,675,668
2931,2025-03-23,5,3,480.0,367.2,299.9,857,841
2932,2025-03-23,6,1,480.0,355.4,305.9,874,855
2933,2025-03-23,6,2,480.0,444.2,375.9,1074,1056
2934,2025-03-23,6,3,437.2,390.6,323.1,923,906
2935,2025-03-23,7,1,480.0,408.3,332.4,831,807
2936,2025-03-23,7,2,480.0,429.2,341.2,853,829
2937,2025-03-23,7,3,480.0,404.2,325.2,813,791
2938,2025-03-23,8,1,480.0,432.5,375.7,980,958
2939,2025-03-23,8,2,480.0,428.1,355.4,927,911
2940,2025-03-23,8,3,480.0,221.3,178.6,466,453
