TimesheetKey,Week Start Date,EmployeeKey,ProjectKey,WorkLocationKey,Hours,Is Billable,Revenue,Cost
3584,2025-01-06,15,17,1,12.6,False,0.0,921.31
3585,2025-01-13,15,19,3,18.3,True,2973.75,1338.1
3586,2025-01-13,15,15,3,5.4,True,877.5,394.85
3587,2025-01-13,15,17,3,9.4,False,0.0,687.33
3588,2025-01-20,15,23,1,18.9,True,3071.25,1381.97
3589,2025-01-20,15,17,1,13.9,False,0.0,1016.37
3590,2025-01-27,15,15,2,10.3,True,1673.75,753.14
3591,2025-01-27,15,19,2,9.7,True,1576.25,709.26
3592,2025-01-27,15,17,2,16.7,False,0.0,1221.1
3593,2025-02-03,15,23,2,5.5,True,893.75,402.16
3594,2025-02-03,15,15,2,11.3,True,1836.25,826.26
3595,2025-02-03,15,17,2,17.8,False,0.0,1301.54
3596,2025-02-10,15,19,2,23.1,True,3753.75,1689.07
3597,2025-02-10,15,17,2,12.8,False,0.0,935.94
3598,2025-02-17,15,15,3,25.8,True,4192.5,1886.5
3599,2025-02-17,15,17,3,15.4,False,0.0,1126.05
3600,2025-02-24,15,19,1,24.0,True,3900.0,1754.88
3601,2025-02-24,15,17,1,10.6,False,0.0,775.07
3602,2025-03-03,15,15,1,19.6,True,3185.0,1433.15
3603,2025-03-03,15,17,1,14.7,False,0.0,1074.86
3604,2025-03-10,15,15,3,9.5,True,1543.75,694.64
3605,2025-03-10,15,23,3,16.8,True,2730.0,1228.42
3606,2025-03-10,15,17,3,8.3,False,0.0,606.9
3607,2025-03-17,15,23,1,25.2,True,4095.0,1842.62
3608,2025-03-17,15,17,1,10.4,False,0.0,760.45
3609,2025-03-24,15,19,3,29.4,True,4777.5,2149.73
3610,2025-03-24,15,17,3,4.3,False,0.0,314.42
3611,2025-03-31,15,19,1,26.3,True,4273.75,1923.06
3612,2025-03-31,15,17,1,13.1,False,0.0,957.87
3613,2025-04-07,15,15,3,24.2,True,3932.5,1769.5
3614,2025-04-07,15,17,3,11.3,False,0.0,826.26
3615,2025-04-14,15,19,3,8.8,True,1430.0,643.46
3616,2025-04-14,15,15,3,17.0,True,2762.5,1243.04
3617,2025-04-14,15,17,3,8.6,False,0.0,628.83
3618,2025-04-21,15,15,1,22.3,True,3623.75,1630.58
3619,2025-04-21,15,17,1,14.6,False,0.0,1067.55
3620,2025-04-28,15,23,2,22.8,True,3705.0,1667.14
3621,2025-04-28,15,17,2,10.6,False,0.0,775.07
3622,2025-05-05,15,19,2,24.1,True,3916.25,1762.19
3623,2025-05-05,15,17,2,12.5,False,0.0,914.0
3624,2025-05-12,15,19,3,26.8,True,4355.0,1959.62
3625,2025-05-12,15,17,3,10.2,False,0.0,745.82
3626,2025-05-19,15,15,2,0.7,True,113.75,51.18
3627,2025-05-19,15,19,2,21.5,True,3493.75,1572.08
3628,2025-05-19,15,17,2,12.7,False,0.0,928.62
3629,2025-05-26,15,15,2,22.3,True,3623.75,1630.58
3630,2025-05-26,15,17,2,10.5,False,0.0,767.76
3631,2025-06-02,15,15,2,15.5,True,2518.75,1133.36
3632,2025-06-02,15,23,2,7.4,True,1202.5,541.09
3633,2025-06-02,15,17,2,9.3,False,0.0,680.02
3634,2025-06-09,15,19,3,24.1,True,3916.25,1762.19
3635,2025-06-09,15,17,3,7.6,False,0.0,555.71
3636,2025-06-16,15,23,1,24.0,True,3900.0,1754.88
3637,2025-06-16,15,17,1,7.8,False,0.0,570.34
3638,2025-06-23,15,19,3,24.8,True,4030.0,1813.38
3639,2025-06-23,15,17,3,9.5,False,0.0,694.64
3640,2025-06-30,15,19,3,5.9,True,958.75,431.41
3641,2025-06-30,15,23,3,20.5,True,3331.25,1498.96
3642,2025-06-30,15,17,3,7.1,False,0.0,519.15
3643,2025-07-07,15,19,1,5.5,True,893.75,402.16
3644,2025-07-07,15,15,1,10.1,True,1641.25,738.51
3645,2025-07-07,15,17,1,4.3,False,0.0,314.42
3646,2025-07-14,15,15,2,10.2,True,1657.5,745.82
3647,2025-07-14,15,19,2,2.9,True,471.25,212.05
3648,2025-07-14,15,17,2,9.1,False,0.0,665.39
3649,2025-07-21,15,15,1,12.8,True,2080.0,935.94
3650,2025-07-21,15,17,1,7.8,False,0.0,570.34
3651,2025-07-28,15,15,2,5.3,True,861.25,387.54
3652,2025-07-28,15,19,2,6.2,True,1007.5,453.34
3653,2025-07-28,15,17,2,9.6,False,0.0,701.95
3654,2025-08-04,15,15,3,27.4,True,4452.5,2003.49
3655,2025-08-04,15,17,3,3.4,False,0.0,248.61
3656,2025-08-11,15,23,3,21.2,True,3445.0,1550.14
3657,2025-08-11,15,19,3,3.4,True,552.5,248.61
3658,2025-08-11,15,17,3,7.9,False,0.0,577.65
3659,2025-08-18,15,19,2,20.3,True,3298.75,1484.34
3660,2025-08-18,15,17,2,10.0,False,0.0,731.2
3661,2025-08-25,15,19,2,2.3,True,373.75,168.18
3662,2025-08-25,15,15,2,22.1,True,3591.25,1615.95
3663,2025-08-25,15,17,2,12.4,False,0.0,906.69
3664,2025-09-01,15,15,2,21.9,True,3558.75,1601.33
3665,2025-09-01,15,17,2,13.4,False,0.0,979.81
3666,2025-09-08,15,19,2,10.3,True,1673.75,753.14
3667,2025-09-08,15,23,2,13.6,True,2210.0,994.43
3668,2025-09-08,15,17,2,14.1,False,0.0,1030.99
3669,2025-09-15,15,23,3,12.7,True,2063.75,928.62
3670,2025-09-15,15,15,3,13.7,True,2226.25,1001.74
3671,2025-09-15,15,17,3,10.6,False,0.0,775.07
3672,2025-09-22,15,23,3,22.4,True,3640.0,1637.89
3673,2025-09-22,15,17,3,12.3,False,0.0,899.38
3674,2025-09-29,15,15,3,23.8,True,3867.5,1740.26
3675,2025-09-29,15,17,3,12.8,False,0.0,935.94
3676,2025-10-06,15,23,2,22.1,True,3591.25,1615.95
3677,2025-10-06,15,17,2,12.2,False,0.0,892.06
3678,2025-10-13,15,15,3,29.5,True,4793.75,2157.04
3679,2025-10-13,15,17,3,10.5,False,0.0,767.76
3680,2025-10-20,15,23,1,25.4,True,4127.5,1857.25
3681,2025-10-20,15,17,1,12.0,False,0.0,877.44
3682,2025-10-27,15,19,1,24.3,True,3948.75,1776.82
3683,2025-10-27,15,17,1,14.7,False,0.0,1074.86
3684,2025-11-03,15,23,2,23.0,True,3737.5,1681.76
3685,2025-11-03,15,17,2,14.3,False,0.0,1045.62
3686,2025-11-10,15,19,3,26.8,True,4355.0,1959.62
3687,2025-11-10,15,17,3,8.9,False,0.0,650.77
3688,2025-11-17,15,19,1,22.3,True,3623.75,1630.58
3689,2025-11-17,15,23,1,5.9,True,958.75,431.41
3690,2025-11-17,15,17,1,9.2,False,0.0,672.7
3691,2025-11-24,15,19,3,31.1,True,5053.75,2274.03
3692,2025-11-24,15,17,3,7.3,False,0.0,533.78
3693,2025-12-01,15,23,1,19.0,True,3087.5,1389.28
3694,2025-12-01,15,15,1,1.8,True,292.5,131.62
3695,2025-12-01,15,17,1,10.2,False,0.0,745.82
3696,2025-12-08,15,19,2,18.9,True,3071.25,1381.97
3697,2025-12-08,15,17,2,9.3,False,0.0,680.02
3698,2025-12-15,15,23,3,19.6,True,3185.0,1433.15
3699,2025-12-15,15,17,3,8.8,False,0.0,643.46
3700,2025-12-22,15,19,2,11.9,True,1933.75,870.13
3701,2025-12-22,15,23,2,7.6,True,1235.0,555.71
3702,2025-12-22,15,17,2,12.7,False,0.0,928.62
3703,2025-12-29,15,19,1,15.6,True,2535.0,1140.67
3704,2025-12-29,15,23,1,6.4,True,1040.0,467.97
3705,2025-12-29,15,17,1,10.5,False,0.0,767.76
3706,2024-01-01,16,15,3,30.5,True,3621.88,1629.92
3707,2024-01-01,16,17,3,4.1,False,0.0,219.1
3708,2024-01-08,16,19,3,31.9,True,3788.12,1704.74
3709,2024-01-08,16,17,3,2.7,False,0.0,144.29
3710,2024-01-15,16,23,2,3.0,True,356.25,160.32
3711,2024-01-15,16,19,2,23.5,True,2790.62,1255.84
3712,2024-01-15,16,17,2,12.7,False,0.0,678.69
3713,2024-01-22,16,23,1,22.8,True,2707.5,1218.43
3714,2024-01-22,16,17,1,9.9,False,0.0,529.06
3715,2024-01-29,16,15,3,27.0,True,3206.25,1442.88
3716,2024-01-29,16,17,3,6.8,False,0.0,363.39
3717,2024-02-05,16,23,3,24.0,True,2850.0,1282.56
3718,2024-02-05,16,17,3,8.2,False,0.0,438.21
3719,2024-02-12,16,15,2,19.0,True,2256.25,1015.36
3720,2024-02-12,16,19,2,6.4,True,760.0,342.02
3721,2024-02-12,16,17,2,6.1,False,0.0,325.98
3722,2024-02-19,16,15,2,21.2,True,2517.5,1132.93
3723,2024-02-19,16,17,2,13.0,False,0.0,694.72
3724,2024-02-26,16,15,1,28.4,True,3372.5,1517.7
3725,2024-02-26,16,17,1,8.6,False,0.0,459.58
3726,2024-03-04,16,23,3,25.6,True,3040.0,1368.06
3727,2024-03-04,16,15,3,2.7,True,320.62,144.29
3728,2024-03-04,16,17,3,6.8,False,0.0,363.39
3729,2024-03-11,16,23,1,28.7,True,3408.12,1533.73
3730,2024-03-11,16,17,1,11.0,False,0.0,587.84
3731,2024-03-18,16,15,3,16.4,True,1947.5,876.42
3732,2024-03-18,16,19,3,11.9,True,1413.12,635.94
3733,2024-03-18,16,17,3,5.4,False,0.0,288.58
3734,2024-03-25,16,19,2,24.1,True,2861.88,1287.9
3735,2024-03-25,16,17,2,10.2,False,0.0,545.09
3736,2024-04-01,16,15,2,25.6,True,3040.0,1368.06
3737,2024-04-01,16,17,2,9.0,False,0.0,480.96
3738,2024-04-08,16,15,3,27.5,True,3265.62,1469.6
3739,2024-04-08,16,17,3,5.8,False,0.0,309.95
3740,2024-04-15,16,15,1,29.0,True,3443.75,1549.76
3741,2024-04-15,16,17,1,5.7,False,0.0,304.61
3742,2024-04-22,16,23,2,23.0,True,2731.25,1229.12
3743,2024-04-22,16,17,2,12.1,False,0.0,646.62
3744,2024-04-29,16,19,3,34.0,True,4037.5,1816.96
3745,2024-04-29,16,17,3,4.0,False,0.0,213.76
3746,2024-05-06,16,23,1,25.8,True,3063.75,1378.75
3747,2024-05-06,16,17,1,12.7,False,0.0,678.69
3748,2024-05-13,16,15,2,28.3,True,3360.62,1512.35
3749,2024-05-13,16,17,2,9.1,False,0.0,486.3
3750,2024-05-20,16,23,1,26.1,True,3099.38,1394.78
3751,2024-05-20,16,17,1,11.3,False,0.0,603.87
3752,2024-05-27,16,19,3,12.5,True,1484.38,668.0
3753,2024-05-27,16,15,3,19.7,True,2339.38,1052.77
3754,2024-05-27,16,17,3,6.4,False,0.0,342.02
3755,2024-06-03,16,19,2,20.2,True,2398.75,1079.49
3756,2024-06-03,16,17,2,9.4,False,0.0,502.34
3757,2024-06-10,16,15,3,22.2,True,2636.25,1186.37
3758,2024-06-10,16,23,3,5.7,True,676.88,304.61
3759,2024-06-10,16,17,3,5.9,False,0.0,315.3
3760,2024-06-17,16,19,2,19.5,True,2315.62,1042.08
3761,2024-06-17,16,17,2,8.2,False,0.0,438.21
3762,2024-06-24,16,23,3,8.1,True,961.88,432.86
3763,2024-06-24,16,15,3,18.6,True,2208.75,993.98
3764,2024-06-24,16,17,3,5.2,False,0.0,277.89
3765,2024-07-01,16,19,1,14.1,True,1674.38,753.5
3766,2024-07-01,16,17,1,4.4,False,0.0,235.14
3767,2024-07-08,16,15,1,15.7,True,1864.38,839.01
3768,2024-07-08,16,17,1,3.6,False,0.0,192.38
3769,2024-07-15,16,19,3,14.5,True,1721.88,774.88
3770,2024-07-15,16,17,3,4.3,False,0.0,229.79
3771,2024-07-22,16,15,3,14.8,True,1757.5,790.91
3772,2024-07-22,16,17,3,5.6,False,0.0,299.26
3773,2024-07-29,16,15,1,15.9,True,1888.12,849.7
3774,2024-07-29,16,17,1,4.4,False,0.0,235.14
3775,2024-08-05,16,23,1,24.1,True,2861.88,1287.9
3776,2024-08-05,16,17,1,8.1,False,0.0,432.86
3777,2024-08-12,16,15,1,22.6,True,2683.75,1207.74
3778,2024-08-12,16,17,1,15.2,False,0.0,812.29
3779,2024-08-19,16,19,2,22.0,True,2612.5,1175.68
3780,2024-08-19,16,17,2,11.2,False,0.0,598.53
3781,2024-08-26,16,23,2,21.2,True,2517.5,1132.93
3782,2024-08-26,16,17,2,9.7,False,0.0,518.37
3783,2024-09-02,16,23,3,26.1,True,3099.38,1394.78
3784,2024-09-02,16,17,3,8.6,False,0.0,459.58
3785,2024-09-09,16,19,3,20.6,True,2446.25,1100.86
3786,2024-09-09,16,23,3,12.1,True,1436.88,646.62
3787,2024-09-09,16,17,3,7.1,False,0.0,379.42
3788,2024-09-16,16,15,1,25.8,True,3063.75,1378.75
3789,2024-09-16,16,17,1,11.2,False,0.0,598.53
3790,2024-09-23,16,15,2,29.7,True,3526.88,1587.17
3791,2024-09-23,16,17,2,7.5,False,0.0,400.8
3792,2024-09-30,16,19,2,25.9,True,3075.62,1384.1
3793,2024-09-30,16,17,2,10.4,False,0.0,555.78
3794,2024-10-07,16,23,3,0.7,True,83.12,37.41
3795,2024-10-07,16,15,3,36.2,True,4298.75,1934.53
3796,2024-10-07,16,17,3,2.4,False,0.0,128.26
3797,2024-10-14,16,19,3,29.7,True,3526.88,1587.17
3798,2024-10-14,16,17,3,9.4,False,0.0,502.34
3799,2024-10-21,16,23,2,7.9,True,938.12,422.18
3800,2024-10-21,16,19,2,16.3,True,1935.62,871.07
3801,2024-10-21,16,17,2,14.4,False,0.0,769.54
3802,2024-10-28,16,15,1,31.9,True,3788.12,1704.74
3803,2024-10-28,16,17,1,8.2,False,0.0,438.21
3804,2024-11-04,16,15,1,23.2,True,2755.0,1239.81
3805,2024-11-04,16,17,1,15.4,False,0.0,822.98
3806,2024-11-11,16,23,3,24.3,True,2885.62,1298.59
3807,2024-11-11,16,17,3,12.1,False,0.0,646.62
3808,2024-11-18,16,15,2,24.9,True,2956.88,1330.66
3809,2024-11-18,16,17,2,10.8,False,0.0,577.15
3810,2024-11-25,16,15,2,29.6,True,3515.0,1581.82
3811,2024-11-25,16,17,2,10.5,False,0.0,561.12
3812,2024-12-02,16,23,2,19.1,True,2268.12,1020.7
3813,2024-12-02,16,17,2,8.7,False,0.0,464.93
3814,2024-12-09,16,15,3,22.8,True,2707.5,1218.43
3815,2024-12-09,16,17,3,5.5,False,0.0,293.92
3816,2024-12-16,16,23,3,23.4,True,2778.75,1250.5
3817,2024-12-16,16,17,3,5.4,False,0.0,288.58
3818,2024-12-23,16,23,2,23.5,True,2790.62,1255.84
3819,2024-12-23,16,17,2,6.6,False,0.0,352.7
3820,2024-12-30,16,15,2,11.2,True,1330.0,598.53
3821,2024-12-30,16,19,2,12.5,True,1484.38,668.0
3822,2024-12-30,16,17,2,8.2,False,0.0,438.21
3823,2025-01-06,16,23,3,29.3,True,3479.38,1565.79
3824,2025-01-06,16,17,3,3.6,False,0.0,192.38
3825,2025-01-13,16,23,3,34.7,True,4120.62,1854.37
3826,2025-01-13,16,15,3,0.7,True,83.12,37.41
3827,2025-01-13,16,17,3,1.7,False,0.0,90.85
3828,2025-01-20,16,15,1,28.0,True,3325.0,1496.32
3829,2025-01-20,16,17,1,5.1,False,0.0,272.54
3830,2025-01-27,16,15,2,20.5,True,2434.38,1095.52
3831,2025-01-27,16,23,2,5.0,True,593.75,267.2
3832,2025-01-27,16,17,2,6.6,False,0.0,352.7
3833,2025-02-03,16,19,3,33.5,True,3978.12,1790.24
3834,2025-02-03,16,17,3,3.3,False,0.0,176.35
3835,2025-02-10,16,15,1,24.4,True,2897.5,1303.94
3836,2025-02-10,16,17,1,13.0,False,0.0,694.72
3837,2025-02-17,16,23,1,8.4,True,997.5,448.9
3838,2025-02-17,16,15,1,20.0,True,2375.0,1068.8
3839,2025-02-17,16,17,1,9.0,False,0.0,480.96
3840,2025-02-24,16,23,2,28.5,True,3384.38,1523.04
3841,2025-02-24,16,17,2,5.7,False,0.0,304.61
3842,2025-03-03,16,15,3,9.0,True,1068.75,480.96
3843,2025-03-03,16,19,3,20.2,True,2398.75,1079.49
3844,2025-03-03,16,17,3,7.3,False,0.0,390.11
3845,2025-03-10,16,19,1,27.9,True,3313.12,1490.98
3846,2025-03-10,16,17,1,9.7,False,0.0,518.37
3847,2025-03-17,16,15,3,14.1,True,1674.38,753.5
3848,2025-03-17,16,19,3,21.5,True,2553.12,1148.96
3849,2025-03-17,16,17,3,0.8,False,0.0,42.75
3850,2025-03-24,16,19,3,26.5,True,3146.88,1416.16
3851,2025-03-24,16,17,3,9.6,False,0.0,513.02
3852,2025-03-31,16,23,3,27.1,True,3218.12,1448.22
3853,2025-03-31,16,19,3,6.6,True,783.75,352.7
3854,2025-03-31,16,17,3,3.7,False,0.0,197.73
3855,2025-04-07,16,23,3,20.4,True,2422.5,1090.18
3856,2025-04-07,16,15,3,3.2,True,380.0,171.01
3857,2025-04-07,16,17,3,5.1,False,0.0,272.54
3858,2025-04-14,16,19,2,23.6,True,2802.5,1261.18
3859,2025-04-14,16,17,2,11.5,False,0.0,614.56
3860,2025-04-21,16,19,3,27.2,True,3230.0,1453.57
3861,2025-04-21,16,17,3,2.7,False,0.0,144.29
3862,2025-04-28,16,15,1,21.4,True,2541.25,1143.62
3863,2025-04-28,16,17,1,14.9,False,0.0,796.26
3864,2025-05-05,16,19,3,30.3,True,3598.12,1619.23
3865,2025-05-05,16,17,3,5.9,False,0.0,315.3
3866,2025-05-12,16,15,3,1.3,True,154.38,69.47
3867,2025-05-12,16,19,3,27.1,True,3218.12,1448.22
3868,2025-05-12,16,17,3,8.1,False,0.0,432.86
3869,2025-05-19,16,19,3,32.8,True,3895.0,1752.83
3870,2025-05-19,16,17,3,4.4,False,0.0,235.14
3871,2025-05-26,16,19,1,23.5,True,2790.62,1255.84
3872,2025-05-26,16,17,1,8.7,False,0.0,464.93
3873,2025-06-02,16,23,3,21.4,True,2541.25,1143.62
3874,2025-06-02,16,17,3,6.1,False,0.0,325.98
3875,2025-06-09,16,19,3,24.0,True,2850.0,1282.56
3876,2025-06-09,16,17,3,5.8,False,0.0,309.95
3877,2025-06-16,16,19,3,26.5,True,3146.88,1416.16
3878,2025-06-16,16,17,3,6.9,False,0.0,368.74
3879,2025-06-23,16,15,3,7.7,True,914.38,411.49
3880,2025-06-23,16,19,3,16.2,True,1923.75,865.73
3881,2025-06-23,16,17,3,9.0,False,0.0,480.96
3882,2025-06-30,16,23,1,22.0,True,2612.5,1175.68
3883,2025-06-30,16,17,1,7.2,False,0.0,384.77
3884,2025-07-07,16,19,1,7.2,True,855.0,384.77
3885,2025-07-07,16,23,1,6.8,True,807.5,363.39
3886,2025-07-07,16,17,1,5.3,False,0.0,283.23
3887,2025-07-14,16,15,3,14.7,True,1745.62,785.57
3888,2025-07-14,16,17,3,4.3,False,0.0,229.79
3889,2025-07-21,16,15,3,8.2,True,973.75,438.21
3890,2025-07-21,16,23,3,8.4,True,997.5,448.9
3891,2025-07-21,16,17,3,5.2,False,0.0,277.89
3892,2025-07-28,16,15,1,3.2,True,380.0,171.01
3893,2025-07-28,16,19,1,12.1,True,1436.88,646.62
3894,2025-07-28,16,17,1,4.5,False,0.0,240.48
3895,2025-08-04,16,23,2,26.1,True,3099.38,1394.78
3896,2025-08-04,16,17,2,9.2,False,0.0,491.65
3897,2025-08-11,16,19,3,25.3,True,3004.38,1352.03
3898,2025-08-11,16,17,3,7.4,False,0.0,395.46
3899,2025-08-18,16,15,1,8.9,True,1056.88,475.62
3900,2025-08-18,16,19,1,11.6,True,1377.5,619.9
3901,2025-08-18,16,17,1,10.3,False,0.0,550.43
3902,2025-08-25,16,23,1,23.2,True,2755.0,1239.81
3903,2025-08-25,16,17,1,12.8,False,0.0,684.03
3904,2025-09-01,16,15,3,24.1,True,2861.88,1287.9
3905,2025-09-01,16,17,3,7.2,False,0.0,384.77
3906,2025-09-08,16,19,2,25.9,True,3075.62,1384.1
3907,2025-09-08,16,17,2,7.9,False,0.0,422.18
3908,2025-09-15,16,15,1,26.0,True,3087.5,1389.44
3909,2025-09-15,16,17,1,12.6,False,0.0,673.34
3910,2025-09-22,16,23,1,13.9,True,1650.62,742.82
3911,2025-09-22,16,15,1,8.2,True,973.75,438.21
3912,2025-09-22,16,17,1,11.6,False,0.0,619.9
3913,2025-09-29,16,19,3,34.0,True,4037.5,1816.96
3914,2025-09-29,16,17,3,3.2,False,0.0,171.01
3915,2025-10-06,16,15,1,28.6,True,3396.25,1528.38
3916,2025-10-06,16,17,1,10.0,False,0.0,534.4
3917,2025-10-13,16,15,1,22.7,True,2695.62,1213.09
3918,2025-10-13,16,17,1,10.8,False,0.0,577.15
3919,2025-10-20,16,23,2,20.2,True,2398.75,1079.49
3920,2025-10-20,16,17,2,15.6,False,0.0,833.66
3921,2025-10-27,16,23,1,27.3,True,3241.88,1458.91
3922,2025-10-27,16,15,1,5.6,True,665.0,299.26
3923,2025-10-27,16,17,1,7.1,False,0.0,379.42
3924,2025-11-03,16,23,1,27.7,True,3289.38,1480.29
3925,2025-11-03,16,17,1,7.6,False,0.0,406.14
3926,2025-11-10,16,19,2,2.9,True,344.38,154.98
3927,2025-11-10,16,15,2,25.3,True,3004.38,1352.03
3928,2025-11-10,16,17,2,9.2,False,0.0,491.65
3929,2025-11-17,16,23,3,21.7,True,2576.88,1159.65
3930,2025-11-17,16,19,3,10.8,True,1282.5,577.15
3931,2025-11-17,16,17,3,4.3,False,0.0,229.79
3932,2025-11-24,16,15,2,20.4,True,2422.5,1090.18
3933,2025-11-24,16,17,2,12.4,False,0.0,662.66
3934,2025-12-01,16,15,3,24.0,True,2850.0,1282.56
3935,2025-12-01,16,17,3,4.6,False,0.0,245.82
3936,2025-12-08,16,23,3,24.4,True,2897.5,1303.94
3937,2025-12-08,16,17,3,6.6,False,0.0,352.7
3938,2025-12-15,16,15,3,30.6,True,3633.75,1635.26
3939,2025-12-15,16,17,3,0.8,False,0.0,42.75
3940,2025-12-22,16,15,3,23.3,True,2766.88,1245.15
3941,2025-12-22,16,17,3,5.0,False,0.0,267.2
3942,2025-12-29,16,23,2,16.2,True,1923.75,865.73
3943,2025-12-29,16,19,2,3.3,True,391.88,176.35
3944,2025-12-29,16,17,2,7.3,False,0.0,390.11
3945,2024-01-01,17,13,2,17.5,True,2616.25,1177.4
3946,2024-01-01,17,30,2,18.6,False,0.0,1251.41
3947,2024-01-08,17,28,1,17.8,True,2661.1,1197.58
3948,2024-01-08,17,30,1,16.6,False,0.0,1116.85
3949,2024-01-15,17,7,1,18.2,True,2720.9,1224.5
3950,2024-01-15,17,30,1,16.7,False,0.0,1123.58
3951,2024-01-22,17,28,2,15.6,True,2332.2,1049.57
3952,2024-01-22,17,30,2,19.0,False,0.0,1278.32
3953,2024-01-29,17,7,2,14.1,True,2107.95,948.65
3954,2024-01-29,17,9,2,4.2,True,627.9,282.58
3955,2024-01-29,17,30,2,15.6,False,0.0,1049.57
3956,2024-02-05,17,13,2,4.4,True,657.8,296.03
3957,2024-02-05,17,9,2,13.0,True,1943.5,874.64
3958,2024-02-05,17,30,2,21.2,False,0.0,1426.34
3959,2024-02-12,17,7,2,17.9,True,2676.05,1204.31
3960,2024-02-12,17,30,2,17.0,False,0.0,1143.76
3961,2024-02-19,17,13,2,17.6,True,2631.2,1184.13
3962,2024-02-19,17,30,2,19.0,False,0.0,1278.32
3963,2024-02-26,17,13,2,19.7,True,2945.15,1325.42
3964,2024-02-26,17,30,2,17.4,False,0.0,1170.67
3965,2024-03-04,17,13,1,24.8,True,3707.6,1668.54
3966,2024-03-04,17,30,1,11.8,False,0.0,793.9
3967,2024-03-11,17,9,1,18.1,True,2705.95,1217.77
3968,2024-03-11,17,30,1,18.8,False,0.0,1264.86
3969,2024-03-18,17,28,2,17.8,True,2661.1,1197.58
3970,2024-03-18,17,30,2,18.5,False,0.0,1244.68
3971,2024-03-25,17,9,2,20.1,True,3004.95,1352.33
3972,2024-03-25,17,30,2,20.4,False,0.0,1372.51
3973,2024-04-01,17,7,2,14.1,True,2107.95,948.65
3974,2024-04-01,17,28,2,4.1,True,612.95,275.85
3975,2024-04-01,17,30,2,15.8,False,0.0,1063.02
3976,2024-04-08,17,7,2,17.9,True,2676.05,1204.31
3977,2024-04-08,17,30,2,17.0,False,0.0,1143.76
3978,2024-04-15,17,9,2,10.3,True,1539.85,692.98
3979,2024-04-15,17,28,2,6.1,True,911.95,410.41
3980,2024-04-15,17,30,2,20.6,False,0.0,1385.97
3981,2024-04-22,17,7,2,21.0,True,3139.5,1412.88
3982,2024-04-22,17,30,2,15.6,False,0.0,1049.57
3983,2024-04-29,17,13,1,2.3,True,343.85,154.74
3984,2024-04-29,17,9,1,15.7,True,2347.15,1056.3
3985,2024-04-29,17,30,1,15.7,False,0.0,1056.3
3986,2024-05-06,17,7,2,16.5,True,2466.75,1110.12
3987,2024-05-06,17,30,2,20.3,False,0.0,1365.78
3988,2024-05-13,17,9,2,19.6,True,2930.2,1318.69
3989,2024-05-13,17,30,2,18.1,False,0.0,1217.77
3990,2024-05-20,17,7,2,19.3,True,2885.35,1298.5
3991,2024-05-20,17,30,2,15.7,False,0.0,1056.3
3992,2024-05-27,17,28,2,15.5,True,2317.25,1042.84
3993,2024-05-27,17,13,2,4.0,True,598.0,269.12
3994,2024-05-27,17,30,2,18.3,False,0.0,1231.22
3995,2024-06-03,17,28,2,20.0,True,2990.0,1345.6
3996,2024-06-03,17,30,2,14.7,False,0.0,989.02
3997,2024-06-10,17,9,1,13.7,True,2048.15,921.74
3998,2024-06-10,17,30,1,17.5,False,0.0,1177.4
3999,2024-06-17,17,9,1,15.6,True,2332.2,1049.57
4000,2024-06-17,17,13,1,2.3,True,343.85,154.74
4001,2024-06-17,17,30,1,13.5,False,0.0,908.28
4002,2024-06-24,17,9,2,16.5,True,2466.75,1110.12
4003,2024-06-24,17,30,2,16.4,False,0.0,1103.39
4004,2024-07-01,17,9,2,10.3,True,1539.85,692.98
4005,2024-07-01,17,30,2,10.5,False,0.0,706.44
4006,2024-07-08,17,28,2,11.6,True,1734.2,780.45
4007,2024-07-08,17,30,2,7.6,False,0.0,511.33
4008,2024-07-15,17,13,2,7.6,True,1136.2,511.33
4009,2024-07-15,17,7,2,2.4,True,358.8,161.47
4010,2024-07-15,17,30,2,9.3,False,0.0,625.7
4011,2024-07-22,17,28,2,10.9,True,1629.55,733.35
4012,2024-07-22,17,30,2,11.3,False,0.0,760.26
4013,2024-07-29,17,9,2,10.3,True,1539.85,692.98
4014,2024-07-29,17,30,2,10.0,False,0.0,672.8
4015,2024-08-05,17,7,1,18.3,True,2735.85,1231.22
4016,2024-08-05,17,13,1,0.5,True,74.75,33.64
4017,2024-08-05,17,30,1,16.3,False,0.0,1096.66
4018,2024-08-12,17,7,1,16.4,True,2451.8,1103.39
4019,2024-08-12,17,30,1,15.9,False,0.0,1069.75
4020,2024-08-19,17,13,1,1.9,True,284.05,127.83
4021,2024-08-19,17,7,1,19.4,True,2900.3,1305.23
4022,2024-08-19,17,30,1,15.4,False,0.0,1036.11
4023,2024-08-26,17,28,2,12.8,True,1913.6,861.18
4024,2024-08-26,17,9,2,4.7,True,702.65,316.22
4025,2024-08-26,17,30,2,13.7,False,0.0,921.74
4026,2024-09-02,17,9,2,15.4,True,2302.3,1036.11
4027,2024-09-02,17,28,2,3.0,True,448.5,201.84
4028,2024-09-02,17,30,2,16.0,False,0.0,1076.48
4029,2024-09-09,17,9,2,11.5,True,1719.25,773.72
4030,2024-09-09,17,30,2,23.3,False,0.0,1567.62
4031,2024-09-16,17,9,2,23.7,True,3543.15,1594.54
4032,2024-09-16,17,30,2,16.8,False,0.0,1130.3
4033,2024-09-23,17,28,2,17.1,True,2556.45,1150.49
4034,2024-09-23,17,30,2,18.4,False,0.0,1237.95
