DonationKey,Donation Date,DonorKey,CampaignKey,ChannelKey,FundraiserKey,Gift Amount,Gift Type,Payment Method,Is First Gift
22037,2023-03-04,2069,10,1,,9.62,Recurring,Card,False
124732,2023-03-04,11077,13,4,,-14.72,Recurring,Card,False
90966,2023-03-04,8770,10,1,,36.89,Recurring,Card,False
30357,2023-03-04,2845,11,2,,10.0,Recurring,Card,False
81,2023-03-04,12,10,1,,9.5,Recurring,Card,False
68270,2023-03-04,6607,10,1,,27.92,Recurring,Card,False
30114,2023-03-04,2825,10,1,,7.17,Recurring,Card,False
99677,2023-03-04,9588,10,1,,11.7,Recurring,Card,False
22214,2023-03-04,2086,11,2,,16.49,Recurring,Card,False
30086,2023-03-04,2824,10,1,,11.37,Recurring,Card,False
68407,2023-03-04,6612,11,2,,12.89,Recurring,Card,False
21874,2023-03-04,2057,10,1,,16.1,Recurring,Card,False
42370,2023-03-04,4049,10,1,,29.68,Recurring,Card,False
106894,2023-03-04,10299,11,2,,12.29,Recurring,Card,False
116776,2023-03-04,11259,10,1,,17.45,Recurring,Card,False
42746,2023-03-04,4085,10,1,,9.02,Recurring,Card,False
77688,2023-03-04,7505,10,1,,16.71,Recurring,Card,False
68368,2023-03-04,6611,11,2,,10.67,Recurring,Card,False
56728,2023-03-04,5470,10,1,,24.65,Recurring,Card,False
12945,2023-03-04,1249,11,2,,17.85,Recurring,Card,False
29885,2023-03-04,2802,12,3,,24.17,Recurring,Card,False
42419,2023-03-04,4050,11,2,,13.78,Recurring,Card,False
99371,2023-03-04,9560,10,1,,9.23,Recurring,Card,False
13118,2023-03-04,1267,15,6,,6.96,Recurring,Card,False
56482,2023-03-04,5451,11,2,,10.78,Recurring,Card,False
83939,2023-03-04,8065,10,1,,14.02,Recurring,Card,False
21919,2023-03-04,2060,10,1,,13.32,Recurring,Card,False
106662,2023-03-04,10272,10,1,,26.04,Recurring,Card,False
22146,2023-03-04,2079,14,5,,9.57,Recurring,Card,False
68326,2023-03-04,6609,10,1,,16.81,Recurring,Card,False
5838,2023-03-04,541,11,2,,11.3,Recurring,Card,False
91045,2023-03-04,8773,10,1,,12.12,Recurring,Card,False
89,2023-03-04,13,10,1,,24.18,Recurring,Card,False
6026,2023-03-04,550,13,4,,14.27,Recurring,Card,False
99548,2023-03-04,9575,13,4,,24.72,Recurring,Card,False
111827,2023-03-04,10793,10,1,,12.78,Recurring,Card,False
77740,2023-03-04,7510,11,2,,10.13,Recurring,Card,False
121253,2023-03-04,11653,10,1,,10.46,Recurring,Card,False
13328,2023-03-04,1290,13,4,,18.22,Recurring,Card,False
67496,2023-03-04,6512,15,6,,16.52,Recurring,Card,False
41642,2023-03-04,3986,10,1,,9.48,Recurring,Card,False
43571,2023-03-04,4178,15,6,,18.35,Recurring,Card,False
116576,2023-03-04,11241,10,1,,20.2,Recurring,Card,False
100038,2023-03-04,9621,10,1,,9.38,Recurring,Card,False
112317,2023-03-04,10858,10,1,,16.14,Recurring,Card,False
396,2023-03-04,45,10,1,,16.58,Recurring,Card,False
67140,2023-03-04,6488,10,1,,18.35,Recurring,Card,False
106342,2023-03-04,10235,14,5,,14.03,Recurring,Card,False
55968,2023-03-04,5411,14,5,,13.26,Recurring,Card,False
22616,2023-03-04,2123,12,3,,6.56,Recurring,Card,False
5404,2023-03-04,501,10,1,,18.08,Recurring,Card,False
43524,2023-03-04,4175,10,1,,10.17,Recurring,Card,False
376,2023-03-04,41,10,1,,12.87,Recurring,Card,False
106363,2023-03-04,10238,10,1,,26.89,Recurring,Card,False
12618,2023-03-04,1223,10,1,,10.77,Recurring,Card,False
120654,2023-03-04,11599,10,1,,46.53,Recurring,Card,False
77240,2023-03-04,7478,10,1,,24.23,Recurring,Card,False
67194,2023-03-04,6493,13,4,,18.73,Recurring,Card,False
367,2023-03-04,38,10,1,,8.2,Recurring,Card,False
90474,2023-03-04,8728,10,1,,23.9,Recurring,Card,False
68910,2023-03-04,6666,10,1,,40.01,Recurring,Card,False
83560,2023-03-04,8025,10,1,,12.34,Recurring,Card,False
111331,2023-03-04,10734,10,1,,9.46,Recurring,Card,False
29329,2023-03-04,2753,10,1,,13.32,Recurring,Card,False
120680,2023-03-04,11602,10,1,,5.0,Recurring,Card,False
98952,2023-03-04,9508,11,2,,26.11,Recurring,Card,False
41683,2023-03-04,3988,11,2,,12.86,Recurring,Card,False
21407,2023-03-04,2010,10,1,,6.64,Recurring,Card,False
13497,2023-03-04,1305,10,1,,17.45,Recurring,Card,False
90522,2023-03-04,8733,10,1,,8.98,Recurring,Card,False
13530,2023-03-04,1306,11,2,,22.47,Recurring,Card,False
99991,2023-03-04,9618,11,2,,14.25,Recurring,Card,False
117122,2023-03-04,11300,12,3,,5.58,Recurring,Card,False
84589,2023-03-04,8138,10,1,,17.89,Recurring,Card,False
66919,2023-03-04,6472,10,1,,21.1,Recurring,Card,False
66936,2023-03-04,6476,11,2,,9.74,Recurring,Card,False
107186,2023-03-04,10333,10,1,,23.14,Recurring,Card,False
55814,2023-03-04,5396,12,3,,6.58,Recurring,Card,False
5302,2023-03-04,497,10,1,,16.52,Recurring,Card,False
41458,2023-03-04,3964,11,2,,11.17,Recurring,Card,False
112328,2023-03-04,10859,10,1,,15.89,Recurring,Card,False
78339,2023-03-04,7571,10,1,,18.73,Recurring,Card,False
29231,2023-03-04,2746,10,1,,16.86,Recurring,Card,False
100146,2023-03-04,9628,10,1,,17.94,Recurring,Card,False
41541,2023-03-04,3974,14,5,,15.01,Recurring,Card,False
106249,2023-03-04,10230,10,1,,26.18,Recurring,Card,False
91349,2023-03-04,8797,12,3,,12.1,Recurring,Card,False
90328,2023-03-04,8711,11,2,,16.67,Recurring,Card,False
21316,2023-03-04,2000,11,2,,40.43,Recurring,Card,False
43618,2023-03-04,4180,11,2,,26.79,Recurring,Card,False
106262,2023-03-04,10233,14,5,,14.58,Recurring,Card,False
67057,2023-03-04,6482,14,5,,14.37,Recurring,Card,False
12559,2023-03-04,1217,10,1,,7.04,Recurring,Card,False
21271,2023-03-04,1998,15,6,,18.43,Recurring,Card,False
100088,2023-03-04,9625,10,1,,11.11,Recurring,Card,False
98895,2023-03-04,9503,12,3,,13.43,Recurring,Card,False
57486,2023-03-04,5545,10,1,,12.39,Recurring,Card,False
77200,2023-03-04,7474,11,2,,19.36,Recurring,Card,False
121361,2023-03-04,11667,11,2,,9.47,Recurring,Card,False
69075,2023-03-04,6682,10,1,,14.33,Recurring,Card,False
21297,2023-03-04,1999,10,1,,19.7,Recurring,Card,False
55945,2023-03-04,5410,10,1,,8.69,Recurring,Card,False
41608,2023-03-04,3978,10,1,,10.59,Recurring,Card,False
83428,2023-03-04,8014,12,3,,17.51,Recurring,Card,False
67009,2023-03-04,6479,15,6,,14.08,Recurring,Card,False
83347,2023-03-04,8012,11,2,,5.34,Recurring,Card,False
5441,2023-03-04,502,10,1,,6.94,Recurring,Card,False
43438,2023-03-04,4170,11,2,,14.85,Recurring,Card,False
67414,2023-03-04,6507,10,1,,7.37,Recurring,Card,False
289,2023-03-04,32,12,3,,11.23,Recurring,Card,False
77422,2023-03-04,7492,10,1,,16.01,Recurring,Card,False
68752,2023-03-04,6651,14,5,,10.56,Recurring,Card,False
13392,2023-03-04,1293,10,1,,5.5,Recurring,Card,False
112172,2023-03-04,10841,10,1,,17.07,Recurring,Card,False
5565,2023-03-04,511,11,2,,7.1,Recurring,Card,False
29449,2023-03-04,2763,10,1,,13.51,Recurring,Card,False
91215,2023-03-04,8789,13,4,,8.23,Recurring,Card,False
41896,2023-03-04,4008,15,6,,13.93,Recurring,Card,False
84400,2023-03-04,8117,14,5,,11.81,Recurring,Card,False
99113,2023-03-04,9530,10,1,,20.75,Recurring,Card,False
57178,2023-03-04,5517,15,6,,16.02,Recurring,Card,False
83623,2023-03-04,8028,10,1,,12.85,Recurring,Card,False
84433,2023-03-04,8118,10,1,,13.59,Recurring,Card,False
56201,2023-03-04,5431,10,1,,36.4,Recurring,Card,False
6326,2023-03-04,586,10,1,,8.65,Recurring,Card,False
78224,2023-03-04,7563,10,1,,13.47,Recurring,Card,False
99124,2023-03-04,9533,10,1,,19.01,Recurring,Card,False
90587,2023-03-04,8738,10,1,,15.47,Recurring,Card,False
120769,2023-03-04,11610,12,3,,11.49,Recurring,Card,False
99897,2023-03-04,9608,11,2,,13.62,Recurring,Card,False
13349,2023-03-04,1292,13,4,,14.26,Recurring,Card,False
21604,2023-03-04,2027,10,1,,7.22,Recurring,Card,False
78204,2023-03-04,7560,11,2,,16.26,Recurring,Card,False
77459,2023-03-04,7493,10,1,,13.26,Recurring,Card,False
106480,2023-03-04,10254,11,2,,29.23,Recurring,Card,False
56214,2023-03-04,5432,14,5,,22.56,Recurring,Card,False
43163,2023-03-04,4140,11,2,,13.96,Recurring,Card,False
83639,2023-03-04,8031,10,1,,20.47,Recurring,Card,False
22429,2023-03-04,2099,10,1,,17.37,Recurring,Card,False
30508,2023-03-04,2857,11,2,,53.71,Recurring,Card,False
121277,2023-03-04,11654,14,5,,5.91,Recurring,Card,False
56151,2023-03-04,5423,10,1,,10.44,Recurring,Card,False
41738,2023-03-04,3990,13,4,,19.26,Recurring,Card,False
117054,2023-03-04,11294,11,2,,14.11,Recurring,Card,False
56025,2023-03-04,5414,10,1,,22.94,Recurring,Card,False
67255,2023-03-04,6496,13,4,,9.67,Recurring,Card,False
29360,2023-03-04,2755,10,1,,17.23,Recurring,Card,False
99968,2023-03-04,9613,10,1,,13.78,Recurring,Card,False
68812,2023-03-04,6655,12,3,,8.9,Recurring,Card,False
21446,2023-03-04,2014,11,2,,23.52,Recurring,Card,False
77319,2023-03-04,7483,10,1,,19.72,Recurring,Card,False
91261,2023-03-04,8792,11,2,,8.05,Recurring,Card,False
5485,2023-03-04,503,10,1,,38.41,Recurring,Card,False
57307,2023-03-04,5528,10,1,,7.56,Recurring,Card,False
43331,2023-03-04,4161,10,1,,7.5,Recurring,Card,False
41793,2023-03-04,3995,11,2,,7.48,Recurring,Card,False
43261,2023-03-04,4153,12,3,,18.6,Recurring,Card,False
29386,2023-03-04,2759,10,1,,12.27,Recurring,Card,False
22494,2023-03-04,2115,11,2,,18.02,Recurring,Card,False
68787,2023-03-04,6654,10,1,,12.74,Recurring,Card,False
43301,2023-03-04,4157,10,1,,8.35,Recurring,Card,False
6403,2023-03-04,593,11,2,,22.38,Recurring,Card,False
30463,2023-03-04,2854,10,1,,24.36,Recurring,Card,False
67331,2023-03-04,6501,10,1,,11.94,Recurring,Card,False
56124,2023-03-04,5422,15,6,,9.45,Recurring,Card,False
68774,2023-03-04,6653,10,1,,10.61,Recurring,Card,False
77333,2023-03-04,7485,10,1,,5.0,Recurring,Card,False
112189,2023-03-04,10843,10,1,,9.86,Recurring,Card,False
67383,2023-03-04,6506,10,1,,7.24,Recurring,Card,False
30446,2023-03-04,2852,10,1,,11.54,Recurring,Card,False
57243,2023-03-04,5521,10,1,,6.33,Recurring,Card,False
99941,2023-03-04,9610,10,1,,28.53,Recurring,Card,False
56085,2023-03-04,5421,14,5,,11.11,Recurring,Card,False
58515,2023-03-04,5652,10,1,,12.71,Recurring,Card,False
34974,2023-03-04,3305,10,1,,21.87,Recurring,Card,False
45152,2023-03-04,4332,12,3,,18.68,Recurring,Card,False
32098,2023-03-04,3016,13,4,,32.08,Recurring,Card,False
7588,2023-03-04,703,10,1,,6.02,Recurring,Card,False
19998,2023-03-04,1898,10,1,,18.24,Recurring,Card,False
97832,2023-03-04,9407,10,1,,26.65,Recurring,Card,False
107743,2023-03-04,10388,11,2,,14.37,Recurring,Card,False
65648,2023-03-04,6357,10,1,,18.12,Recurring,Card,False
58679,2023-03-04,5675,14,5,,7.33,Recurring,Card,False
54696,2023-03-04,5279,11,2,,10.09,Recurring,Card,False
70541,2023-03-04,6824,10,1,,20.88,Recurring,Card,False
4625,2023-03-04,422,12,3,,18.43,Recurring,Card,False
32287,2023-03-04,3027,10,1,,16.64,Recurring,Card,False
70341,2023-03-04,6808,10,1,,11.44,Recurring,Card,False
45424,2023-03-04,4368,14,5,,9.16,Recurring,Card,False
70493,2023-03-04,6821,10,1,,13.89,Recurring,Card,False
45197,2023-03-04,4335,10,1,,14.14,Recurring,Card,False
54264,2023-03-04,5241,10,1,,22.23,Recurring,Card,False
97691,2023-03-04,9398,11,2,,22.45,Recurring,Card,False
11651,2023-03-04,1124,10,1,,19.6,Recurring,Card,False
54526,2023-03-04,5268,10,1,,67.57,Recurring,Card,False
39744,2023-03-04,3808,10,1,,11.64,Recurring,Card,False
23817,2023-03-04,2229,12,3,,9.79,Recurring,Card,False
19880,2023-03-04,1890,11,2,,24.88,Recurring,Card,False
28454,2023-03-04,2671,10,1,,24.14,Recurring,Card,False
54473,2023-03-04,5263,11,2,,21.12,Recurring,Card,False
23597,2023-03-04,2213,10,1,,10.16,Recurring,Card,False
70058,2023-03-04,6782,10,1,,11.57,Recurring,Card,False
7369,2023-03-04,687,10,1,,5.0,Recurring,Card,False
70197,2023-03-04,6790,10,1,,34.99,Recurring,Card,False
92071,2023-03-04,8860,10,1,,29.67,Recurring,Card,False
76302,2023-03-04,7382,10,1,,18.64,Recurring,Card,False
39652,2023-03-04,3800,14,5,,13.18,Recurring,Card,False
7482,2023-03-04,694,10,1,,21.95,Recurring,Card,False
110670,2023-03-04,10669,10,1,,12.62,Recurring,Card,False
45801,2023-03-04,4399,10,1,,8.43,Recurring,Card,False
97639,2023-03-04,9394,14,5,,23.2,Recurring,Card,False
107726,2023-03-04,10386,10,1,,10.6,Recurring,Card,False
23979,2023-03-04,2240,10,1,,8.66,Recurring,Card,False
112966,2023-03-04,10918,10,1,,6.38,Recurring,Card,False
45522,2023-03-04,4375,10,1,,10.93,Recurring,Card,False
117566,2023-03-04,11338,10,1,,14.03,Recurring,Card,False
14623,2023-03-04,1402,10,1,,8.5,Recurring,Card,False
85166,2023-03-04,8197,10,1,,34.27,Recurring,Card,False
70434,2023-03-04,6818,13,4,,8.82,Recurring,Card,False
76142,2023-03-04,7364,10,1,,9.38,Recurring,Card,False
40024,2023-03-04,3835,15,6,,16.26,Recurring,Card,False
11768,2023-03-04,1137,12,3,,15.17,Recurring,Card,False
113046,2023-03-04,10930,10,1,,18.34,Recurring,Card,False
32246,2023-03-04,3026,11,2,,9.38,Recurring,Card,False
100814,2023-03-04,9694,11,2,,16.42,Recurring,Card,False
14752,2023-03-04,1411,13,4,,23.2,Recurring,Card,False
54323,2023-03-04,5252,10,1,,16.94,Recurring,Card,False
14374,2023-03-04,1375,14,5,,5.47,Recurring,Card,False
116033,2023-03-04,11192,10,1,,20.06,Recurring,Card,False
58944,2023-03-04,5699,10,1,,10.58,Recurring,Card,False
4562,2023-03-04,415,10,1,,12.81,Recurring,Card,False
39558,2023-03-04,3797,10,1,,9.96,Recurring,Card,False
112854,2023-03-04,10909,10,1,,22.52,Recurring,Card,False
7555,2023-03-04,699,10,1,,6.62,Recurring,Card,False
89335,2023-03-04,8620,11,2,,11.49,Recurring,Card,False
85446,2023-03-04,8227,10,1,,17.06,Recurring,Card,False
58996,2023-03-04,5701,10,1,,15.81,Recurring,Card,False
121719,2023-03-04,11698,15,6,,21.39,Recurring,Card,False
28606,2023-03-04,2681,14,5,,7.84,Recurring,Card,False
1009,2023-03-04,102,13,4,,17.06,Recurring,Card,False
65778,2023-03-04,6373,10,1,,16.44,Recurring,Card,False
20035,2023-03-04,1900,10,1,,5.0,Recurring,Card,False
7469,2023-03-04,693,13,4,,19.52,Recurring,Card,False
54658,2023-03-04,5278,12,3,,20.91,Recurring,Card,False
14546,2023-03-04,1396,10,1,,12.19,Recurring,Card,False
45649,2023-03-04,4390,10,1,,5.75,Recurring,Card,False
110526,2023-03-04,10658,11,2,,9.98,Recurring,Card,False
28387,2023-03-04,2667,11,2,,18.2,Recurring,Card,False
65941,2023-03-04,6392,12,3,,17.43,Recurring,Card,False
65468,2023-03-04,6340,14,5,,31.49,One-off,MobilePay,False
45470,2023-03-04,4369,10,1,,5.0,Recurring,Card,False
85217,2023-03-04,8200,14,5,,21.36,Recurring,Card,False
120156,2023-03-04,11562,10,1,,18.24,Recurring,Card,False
117495,2023-03-04,11329,10,1,,5.0,Recurring,Card,False
40064,2023-03-04,3836,10,1,,14.43,Recurring,Card,False
58662,2023-03-04,5673,11,2,,15.66,Recurring,Card,False
92371,2023-03-04,8890,11,2,,8.7,Recurring,Card,False
65606,2023-03-04,6356,10,1,,13.47,Recurring,Card,False
40081,2023-03-04,3837,10,1,,13.39,Recurring,Card,False
78772,2023-03-04,7612,10,1,,18.02,Recurring,Card,False
70176,2023-03-04,6787,10,1,,8.87,Recurring,Card,False
40087,2023-03-04,3839,10,1,,22.61,Recurring,Card,False
39932,2023-03-04,3832,10,1,,41.19,Recurring,Card,False
11881,2023-03-04,1151,11,2,,21.24,Recurring,Card,False
14640,2023-03-04,1405,14,5,,7.57,Recurring,Card,False
939,2023-03-04,97,14,5,,32.34,Recurring,Card,False
23681,2023-03-04,2215,11,2,,15.26,Recurring,Card,False
31784,2023-03-04,2984,10,1,,24.18,Recurring,Card,False
97524,2023-03-04,9381,10,1,,6.2,Recurring,Card,False
76425,2023-03-04,7393,14,5,,26.27,Recurring,Card,False
121702,2023-03-04,11697,10,1,,7.66,Recurring,Card,False
82549,2023-03-04,7950,10,1,,7.01,Recurring,Card,False
100933,2023-03-04,9700,14,5,,16.25,Recurring,Card,False
23944,2023-03-04,2236,10,1,,15.01,Recurring,Card,False
45028,2023-03-04,4318,10,1,,25.04,Recurring,Card,False
65992,2023-03-04,6395,10,1,,8.81,Recurring,Card,False
92010,2023-03-04,8854,11,2,,8.68,Recurring,Card,False
23578,2023-03-04,2209,14,5,,10.21,Recurring,Card,False
82626,2023-03-04,7953,10,1,,16.81,Recurring,Card,False
78891,2023-03-04,7626,10,1,,20.07,Recurring,Card,False
79022,2023-03-04,7639,10,1,,18.31,Recurring,Card,False
76169,2023-03-04,7373,10,1,,25.13,Recurring,Card,False
123994,2023-03-04,11927,10,1,,24.38,Recurring,Card,False
85302,2023-03-04,8212,11,2,,13.91,Recurring,Card,False
97463,2023-03-04,9377,10,1,,35.33,Recurring,Card,False
70136,2023-03-04,6786,12,3,,18.2,Recurring,Card,False
19949,2023-03-04,1895,10,1,,25.88,Recurring,Card,False
70020,2023-03-04,6781,11,2,,26.7,Recurring,Card,False
97785,2023-03-04,9403,10,1,,21.69,Recurring,Card,False
45547,2023-03-04,4380,10,1,,14.25,Recurring,Card,False
23753,2023-03-04,2220,10,1,,9.29,Recurring,Card,False
105600,2023-03-04,10161,10,1,,12.03,Recurring,Card,False
54435,2023-03-04,5262,39,1,19.0,28.49,Recurring,Invoice,True
40170,2023-03-04,3856,10,1,,16.79,Recurring,Card,False
45373,2023-03-04,4365,10,1,,10.45,Recurring,Card,False
82471,2023-03-04,7944,10,1,,16.64,Recurring,Card,False
19846,2023-03-04,1886,11,2,,16.67,Recurring,Card,False
112885,2023-03-04,10913,12,3,,16.26,Recurring,Card,False
105551,2023-03-04,10159,10,1,,19.49,Recurring,Card,False
97928,2023-03-04,9422,11,2,,11.2,Recurring,Card,False
7411,2023-03-04,689,10,1,,12.5,Recurring,Card,False
23908,2023-03-04,2234,10,1,,23.28,Recurring,Card,False
45919,2023-03-04,4410,10,1,,12.95,Recurring,Card,False
23644,2023-03-04,2214,10,1,,17.3,Recurring,Card,False
45899,2023-03-04,4408,10,1,,13.53,Recurring,Card,False
32066,2023-03-04,3014,10,1,,5.81,Recurring,Card,False
20130,2023-03-04,1908,10,1,,8.36,Recurring,Card,False
58756,2023-03-04,5683,12,3,,26.58,Recurring,Card,False
116110,2023-03-04,11203,10,1,,33.14,Recurring,Card,False
105623,2023-03-04,10163,12,3,,17.6,Recurring,Card,False
7422,2023-03-04,690,13,4,,6.79,Recurring,Card,False
112804,2023-03-04,10907,14,5,,9.86,Recurring,Card,False
4529,2023-03-04,414,10,1,,14.21,Recurring,Card,False
100871,2023-03-04,9697,13,4,,8.4,Recurring,Card,False
110711,2023-03-04,10670,12,3,,58.41,Recurring,Card,False
45224,2023-03-04,4341,10,1,,37.68,Recurring,Card,False
54380,2023-03-04,5257,10,1,,34.4,Recurring,Card,False
58907,2023-03-04,5698,11,2,,26.95,Recurring,Card,False
116100,2023-03-04,11202,10,1,,30.73,Recurring,Card,False
28371,2023-03-04,2664,10,1,,30.51,Recurring,Card,False
28334,2023-03-04,2663,11,2,,22.42,Recurring,Card,False
58953,2023-03-04,5700,10,1,,9.51,Recurring,Card,False
45590,2023-03-04,4386,11,2,,17.27,Recurring,Card,False
23866,2023-03-04,2232,10,1,,11.98,Recurring,Card,False
113070,2023-03-04,10934,10,1,,51.03,Recurring,Card,False
23774,2023-03-04,2223,10,1,,14.18,Recurring,Card,False
45726,2023-03-04,4395,10,1,,16.1,Recurring,Card,False
1040,2023-03-04,105,10,1,,17.53,Recurring,Card,False
23990,2023-03-04,2241,10,1,,24.81,Recurring,Card,False
124177,2023-03-04,11947,11,2,,19.47,Recurring,Card,False
7231,2023-03-04,671,10,1,,15.36,Recurring,Card,False
899,2023-03-04,94,10,1,,10.17,Recurring,Card,False
31892,2023-03-04,2997,10,1,,18.48,Recurring,Card,False
107651,2023-03-04,10376,10,1,,19.65,Recurring,Card,False
54291,2023-03-04,5248,10,1,,15.8,Recurring,Card,False
85368,2023-03-04,8220,10,1,,25.88,Recurring,Card,False
121816,2023-03-04,11706,11,2,,6.45,Recurring,Card,False
65888,2023-03-04,6383,10,1,,17.56,Recurring,Card,False
66052,2023-03-04,6397,11,2,,24.97,Recurring,Card,False
82687,2023-03-04,7956,10,1,,10.67,Recurring,Card,False
105317,2023-03-04,10118,10,1,,21.45,Recurring,Card,False
954,2023-03-04,100,12,3,,16.92,Recurring,Card,False
39855,2023-03-04,3825,10,1,,12.93,Recurring,Card,False
39995,2023-03-04,3834,10,1,,7.12,Recurring,Card,False
82777,2023-03-04,7964,11,2,,13.87,Recurring,Card,False
120233,2023-03-04,11566,10,1,,16.83,Recurring,Card,False
39517,2023-03-04,3789,13,4,,9.56,Recurring,Card,False
121691,2023-03-05,11694,10,1,,4.91,One-off,Bank Transfer,False
52038,2023-03-05,5001,11,2,,17.83,One-off,MobilePay,False
56326,2023-03-05,5436,13,4,,110.98,One-off,Card,False
68461,2023-03-05,6614,11,2,,5.14,One-off,Card,False
49978,2023-03-05,4816,39,1,23.0,7.16,One-off,Card,True
11328,2023-03-05,1091,10,1,,4.81,One-off,Card,False
45837,2023-03-05,4400,39,1,36.0,1.34,Recurring,Card,True
66416,2023-03-05,6429,12,3,,97.87,One-off,Card,False
18284,2023-03-05,1749,12,3,,9.45,One-off,Card,False
8723,2023-03-05,831,39,4,,5.53,One-off,Card,True
105153,2023-03-05,10104,39,2,,23.01,Recurring,Bank Transfer,True
86473,2023-03-05,8329,39,4,,99.21,Recurring,Card,True
50832,2023-03-05,4897,39,1,34.0,13.14,One-off,Invoice,True
103063,2023-03-05,9917,13,4,,22.02,One-off,Bank Transfer,False
73298,2023-03-06,7102,11,2,,75.09,One-off,MobilePay,False
89996,2023-03-06,8682,13,4,,18.19,One-off,MobilePay,False
82585,2023-03-06,7952,39,1,19.0,39.94,Recurring,Card,True
122525,2023-03-06,11777,39,3,,7.84,One-off,Card,True
2660,2023-03-06,247,39,5,,5.78,Recurring,MobilePay,True
53291,2023-03-06,5132,10,1,,6.32,One-off,Bank Transfer,False
45909,2023-03-06,4409,39,4,,25.02,One-off,Bank Transfer,True
124132,2023-03-06,11942,39,3,,36.15,Recurring,Card,True
19058,2023-03-06,1814,13,4,,61.12,One-off,Card,False
76675,2023-03-07,7417,13,4,,11.53,One-off,MobilePay,False
52195,2023-03-07,5015,39,2,,21.7,Recurring,Card,True
27239,2023-03-07,2565,39,3,,21.83,Recurring,Card,True
67294,2023-03-07,6497,11,2,,7.42,One-off,Card,False
13207,2023-03-07,1278,10,1,,33.88,One-off,MobilePay,False
94792,2023-03-07,9118,39,4,,66.51,One-off,Card,True
122708,2023-03-07,11795,39,3,,3.49,One-off,Card,True
113374,2023-03-07,10962,13,4,,179.59,One-off,Bank Transfer,False
60892,2023-03-07,5894,39,1,28.0,21.37,Recurring,Card,True
13047,2023-03-07,1259,39,4,,45.18,One-off,Bank Transfer,True
40932,2023-03-07,3916,10,1,,21.43,One-off,Card,False
53107,2023-03-07,5099,11,2,,20.34,One-off,Card,False
29373,2023-03-07,2758,10,1,,30.67,One-off,MobilePay,False
97117,2023-03-08,9340,10,1,,20.75,One-off,Bank Transfer,False
41446,2023-03-08,3963,15,6,,5.21,One-off,MobilePay,False
108666,2023-03-08,10484,16,7,,5628.28,Major Gift,Bank Transfer,False
46896,2023-03-08,4510,39,6,19.0,59.19,One-off,MobilePay,True
92547,2023-03-08,8906,39,2,,27.61,One-off,Card,True
46073,2023-03-08,4425,39,2,,21.51,One-off,MobilePay,True
116085,2023-03-08,11201,15,6,,16.97,One-off,Bank Transfer,False
82090,2023-03-08,7913,11,2,,21.48,One-off,Bank Transfer,False
90850,2023-03-08,8758,10,1,,20.77,One-off,MobilePay,False
26750,2023-03-08,2510,13,4,,9.36,One-off,Bank Transfer,False
95999,2023-03-08,9231,39,1,40.0,69.95,Recurring,Card,True
107668,2023-03-08,10378,12,3,,68.46,One-off,Card,False
113645,2023-03-08,10982,13,4,,33.11,One-off,Card,False
51299,2023-03-08,4935,39,6,17.0,84.75,Recurring,Card,True
13120,2023-03-08,1267,15,6,,43.32,One-off,Card,False
115122,2023-03-08,11109,39,4,,40.49,One-off,Bank Transfer,True
75955,2023-03-09,7350,13,4,,30.39,One-off,Bank Transfer,False
13681,2023-03-09,1317,13,4,,32.32,One-off,Card,False
76716,2023-03-09,7421,39,1,5.0,19.58,Recurring,Bank Transfer,True
14902,2023-03-09,1424,10,1,,53.92,One-off,Card,False
58791,2023-03-09,5684,39,2,,16.02,One-off,MobilePay,True
28539,2023-03-09,2675,10,1,,15.48,One-off,MobilePay,False
90197,2023-03-09,8700,13,4,,11.55,One-off,Card,False
11807,2023-03-09,1140,13,4,,35.84,One-off,Card,False
2273,2023-03-09,220,11,2,,9.4,One-off,Card,False
39492,2023-03-09,3786,10,1,,96.39,One-off,Invoice,False
5216,2023-03-09,485,14,5,,33.63,One-off,Card,False
85956,2023-03-09,8283,39,2,,29.83,One-off,Card,True
49900,2023-03-09,4804,39,1,11.0,8.38,Recurring,Card,True
74034,2023-03-09,7174,39,6,37.0,52.96,One-off,Card,True
117935,2023-03-09,11365,39,2,,50.17,Recurring,Card,True
77191,2023-03-09,7472,39,4,,157.3,Recurring,MobilePay,True
71981,2023-03-09,6964,10,1,,20.06,One-off,Card,False
35052,2023-03-09,3314,10,1,,72.69,One-off,Invoice,False
103917,2023-03-09,9991,10,1,,9.58,One-off,Card,False
105999,2023-03-09,10198,11,2,,6.44,One-off,Bank Transfer,False
6393,2023-03-10,592,39,4,,37.28,One-off,Card,True
48659,2023-03-10,4663,39,1,2.0,11.58,Recurring,MobilePay,True
19088,2023-03-10,1817,39,6,13.0,19.31,One-off,Card,True
80016,2023-03-10,7730,39,3,,75.83,One-off,MobilePay,True
67504,2023-03-10,6515,11,2,,51.11,One-off,Invoice,False
70718,2023-03-10,6836,14,5,,20.32,One-off,Card,False
118685,2023-03-10,11442,39,1,32.0,11.66,Recurring,Bank Transfer,True
120066,2023-03-10,11555,39,2,,9.8,Recurring,Bank Transfer,True
72168,2023-03-10,6990,15,6,,18.55,One-off,Bank Transfer,False
52703,2023-03-10,5066,12,3,,209.17,One-off,Card,False
17053,2023-03-10,1639,39,3,,180.37,Recurring,Card,True
38909,2023-03-10,3720,39,2,,46.78,One-off,Bank Transfer,True
13732,2023-03-10,1319,39,1,28.0,53.44,Recurring,Card,True
