CostKey,Month Start Date,CampaignKey,ChannelKey,Cost Amount,Cost Type
658,2023-09-01,13,4,766.74,Agency
659,2023-09-01,13,4,690.06,Staff
660,2023-09-01,13,4,268.36,Materials
661,2023-10-01,13,4,2323.03,Media
662,2023-10-01,13,4,844.74,Agency
663,2023-10-01,13,4,760.27,Staff
664,2023-10-01,13,4,295.66,Materials
665,2023-11-01,13,4,2608.16,Media
666,2023-11-01,13,4,948.42,Agency
667,2023-11-01,13,4,853.58,Staff
668,2023-11-01,13,4,331.95,Materials
669,2023-12-01,13,4,7102.97,Media
670,2023-12-01,13,4,2582.9,Agency
671,2023-12-01,13,4,2324.61,Staff
672,2023-12-01,13,4,904.01,Materials
673,2024-01-01,22,4,813.97,Media
674,2024-01-01,22,4,295.99,Agency
675,2024-01-01,22,4,266.39,Staff
676,2024-01-01,22,4,103.6,Materials
677,2024-02-01,22,4,1178.38,Media
678,2024-02-01,22,4,428.5,Agency
679,2024-02-01,22,4,385.65,Staff
680,2024-02-01,22,4,149.98,Materials
681,2024-03-01,22,4,1653.84,Media
682,2024-03-01,22,4,601.4,Agency
683,2024-03-01,22,4,541.26,Staff
684,2024-03-01,22,4,210.49,Materials
685,2024-04-01,22,4,1622.42,Media
686,2024-04-01,22,4,589.97,Agency
687,2024-04-01,22,4,530.97,Staff
688,2024-04-01,22,4,206.49,Materials
689,2024-05-01,22,4,1583.38,Media
690,2024-05-01,22,4,575.78,Agency
691,2024-05-01,22,4,518.2,Staff
692,2024-05-01,22,4,201.52,Materials
693,2024-06-01,22,4,1596.15,Media
694,2024-06-01,22,4,580.42,Agency
695,2024-06-01,22,4,522.38,Staff
696,2024-06-01,22,4,203.15,Materials
697,2024-07-01,22,4,574.65,Media
698,2024-07-01,22,4,208.97,Agency
699,2024-07-01,22,4,188.07,Staff
700,2024-07-01,22,4,73.14,Materials
701,2024-08-01,22,4,1152.1,Media
702,2024-08-01,22,4,418.94,Agency
703,2024-08-01,22,4,377.05,Staff
704,2024-08-01,22,4,146.63,Materials
705,2024-09-01,22,4,1801.34,Media
706,2024-09-01,22,4,655.03,Agency
707,2024-09-01,22,4,589.53,Staff
708,2024-09-01,22,4,229.26,Materials
709,2024-10-01,22,4,1904.22,Media
710,2024-10-01,22,4,692.44,Agency
711,2024-10-01,22,4,623.2,Staff
712,2024-10-01,22,4,242.36,Materials
713,2024-11-01,22,4,3196.48,Media
714,2024-11-01,22,4,1162.35,Agency
715,2024-11-01,22,4,1046.12,Staff
716,2024-11-01,22,4,406.82,Materials
717,2024-12-01,22,4,6150.96,Media
718,2024-12-01,22,4,2236.71,Agency
719,2024-12-01,22,4,2013.04,Staff
720,2024-12-01,22,4,782.85,Materials
721,2025-01-01,31,4,1493.89,Media
722,2025-01-01,31,4,543.23,Agency
723,2025-01-01,31,4,488.91,Staff
724,2025-01-01,31,4,190.13,Materials
725,2025-02-01,31,4,1377.17,Media
726,2025-02-01,31,4,500.79,Agency
727,2025-02-01,31,4,450.71,Staff
728,2025-02-01,31,4,175.28,Materials
729,2025-03-01,31,4,1351.09,Media
730,2025-03-01,31,4,491.31,Agency
731,2025-03-01,31,4,442.17,Staff
732,2025-03-01,31,4,171.96,Materials
733,2025-04-01,31,4,1580.48,Media
734,2025-04-01,31,4,574.72,Agency
735,2025-04-01,31,4,517.25,Staff
736,2025-04-01,31,4,201.15,Materials
737,2025-05-01,31,4,1794.88,Media
738,2025-05-01,31,4,652.69,Agency
739,2025-05-01,31,4,587.42,Staff
740,2025-05-01,31,4,228.44,Materials
741,2025-06-01,31,4,1381.73,Media
742,2025-06-01,31,4,502.45,Agency
743,2025-06-01,31,4,452.2,Staff
744,2025-06-01,31,4,175.86,Materials
745,2025-07-01,31,4,1027.77,Media
746,2025-07-01,31,4,373.74,Agency
747,2025-07-01,31,4,336.36,Staff
748,2025-07-01,31,4,130.81,Materials
749,2025-08-01,31,4,1831.2,Media
750,2025-08-01,31,4,665.89,Agency
751,2025-08-01,31,4,599.3,Staff
752,2025-08-01,31,4,233.06,Materials
753,2025-09-01,31,4,1485.06,Media
754,2025-09-01,31,4,540.02,Agency
755,2025-09-01,31,4,486.02,Staff
756,2025-09-01,31,4,189.01,Materials
757,2025-10-01,31,4,1112.01,Media
758,2025-10-01,31,4,404.37,Agency
759,2025-10-01,31,4,363.93,Staff
760,2025-10-01,31,4,141.53,Materials
761,2025-11-01,31,4,2467.05,Media
762,2025-11-01,31,4,897.11,Agency
763,2025-11-01,31,4,807.4,Staff
764,2025-11-01,31,4,313.99,Materials
765,2025-12-01,31,4,5894.02,Media
766,2025-12-01,31,4,2143.28,Agency
767,2025-12-01,31,4,1928.95,Staff
768,2025-12-01,31,4,750.15,Materials
769,2022-01-01,5,5,696.22,Media
770,2022-01-01,5,5,253.17,Agency
771,2022-01-01,5,5,227.85,Staff
772,2022-01-01,5,5,88.61,Materials
773,2022-02-01,5,5,638.88,Media
774,2022-02-01,5,5,232.32,Agency
775,2022-02-01,5,5,209.09,Staff
776,2022-02-01,5,5,81.31,Materials
777,2022-03-01,5,5,599.74,Media
778,2022-03-01,5,5,218.09,Agency
779,2022-03-01,5,5,196.28,Staff
780,2022-03-01,5,5,76.33,Materials
781,2022-04-01,5,5,595.0,Media
782,2022-04-01,5,5,216.36,Agency
783,2022-04-01,5,5,194.73,Staff
784,2022-04-01,5,5,75.73,Materials
785,2022-05-01,5,5,558.25,Media
786,2022-05-01,5,5,203.0,Agency
787,2022-05-01,5,5,182.7,Staff
788,2022-05-01,5,5,71.05,Materials
789,2022-06-01,5,5,519.28,Media
790,2022-06-01,5,5,188.83,Agency
791,2022-06-01,5,5,169.94,Staff
792,2022-06-01,5,5,66.09,Materials
793,2022-07-01,5,5,190.14,Media
794,2022-07-01,5,5,69.14,Agency
795,2022-07-01,5,5,62.23,Staff
796,2022-07-01,5,5,24.2,Materials
797,2022-08-01,5,5,447.99,Media
798,2022-08-01,5,5,162.91,Agency
799,2022-08-01,5,5,146.62,Staff
800,2022-08-01,5,5,57.02,Materials
801,2022-09-01,5,5,400.55,Media
802,2022-09-01,5,5,145.65,Agency
803,2022-09-01,5,5,131.09,Staff
804,2022-09-01,5,5,50.98,Materials
805,2022-10-01,5,5,617.62,Media
806,2022-10-01,5,5,224.59,Agency
807,2022-10-01,5,5,202.13,Staff
808,2022-10-01,5,5,78.61,Materials
809,2022-11-01,5,5,1128.37,Media
810,2022-11-01,5,5,410.32,Agency
811,2022-11-01,5,5,369.29,Staff
812,2022-11-01,5,5,143.61,Materials
813,2022-12-01,5,5,1821.1,Media
814,2022-12-01,5,5,662.22,Agency
815,2022-12-01,5,5,596.0,Staff
816,2022-12-01,5,5,231.78,Materials
817,2023-01-01,14,5,360.04,Media
818,2023-01-01,14,5,130.92,Agency
819,2023-01-01,14,5,117.83,Staff
820,2023-01-01,14,5,45.82,Materials
821,2023-02-01,14,5,570.69,Media
822,2023-02-01,14,5,207.52,Agency
823,2023-02-01,14,5,186.77,Staff
824,2023-02-01,14,5,72.63,Materials
825,2023-03-01,14,5,480.06,Media
826,2023-03-01,14,5,174.57,Agency
827,2023-03-01,14,5,157.11,Staff
828,2023-03-01,14,5,61.1,Materials
829,2023-04-01,14,5,547.58,Media
830,2023-04-01,14,5,199.12,Agency
831,2023-04-01,14,5,179.21,Staff
832,2023-04-01,14,5,69.69,Materials
833,2023-05-01,14,5,259.7,Media
834,2023-05-01,14,5,94.44,Agency
835,2023-05-01,14,5,84.99,Staff
836,2023-05-01,14,5,33.05,Materials
837,2023-06-01,14,5,354.53,Media
838,2023-06-01,14,5,128.92,Agency
839,2023-06-01,14,5,116.03,Staff
840,2023-06-01,14,5,45.12,Materials
841,2023-07-01,14,5,273.42,Media
842,2023-07-01,14,5,99.43,Agency
843,2023-07-01,14,5,89.48,Staff
844,2023-07-01,14,5,34.8,Materials
845,2023-08-01,14,5,502.78,Media
846,2023-08-01,14,5,182.83,Agency
847,2023-08-01,14,5,164.55,Staff
848,2023-08-01,14,5,63.99,Materials
849,2023-09-01,14,5,586.28,Media
850,2023-09-01,14,5,213.19,Agency
851,2023-09-01,14,5,191.87,Staff
852,2023-09-01,14,5,74.62,Materials
853,2023-10-01,14,5,503.92,Media
854,2023-10-01,14,5,183.24,Agency
855,2023-10-01,14,5,164.92,Staff
856,2023-10-01,14,5,64.14,Materials
857,2023-11-01,14,5,719.64,Media
858,2023-11-01,14,5,261.69,Agency
859,2023-11-01,14,5,235.52,Staff
860,2023-11-01,14,5,91.59,Materials
861,2023-12-01,14,5,2095.94,Media
862,2023-12-01,14,5,762.16,Agency
863,2023-12-01,14,5,685.94,Staff
864,2023-12-01,14,5,266.76,Materials
865,2024-01-01,23,5,362.11,Media
866,2024-01-01,23,5,131.68,Agency
867,2024-01-01,23,5,118.51,Staff
868,2024-01-01,23,5,46.09,Materials
869,2024-02-01,23,5,384.69,Media
870,2024-02-01,23,5,139.89,Agency
871,2024-02-01,23,5,125.9,Staff
872,2024-02-01,23,5,48.96,Materials
873,2024-03-01,23,5,673.23,Media
874,2024-03-01,23,5,244.81,Agency
875,2024-03-01,23,5,220.33,Staff
876,2024-03-01,23,5,85.68,Materials
877,2024-04-01,23,5,725.19,Media
878,2024-04-01,23,5,263.71,Agency
879,2024-04-01,23,5,237.34,Staff
880,2024-04-01,23,5,92.3,Materials
881,2024-05-01,23,5,561.23,Media
882,2024-05-01,23,5,204.08,Agency
883,2024-05-01,23,5,183.67,Staff
884,2024-05-01,23,5,71.43,Materials
885,2024-06-01,23,5,657.72,Media
886,2024-06-01,23,5,239.17,Agency
887,2024-06-01,23,5,215.25,Staff
888,2024-06-01,23,5,83.71,Materials
889,2024-07-01,23,5,521.37,Media
890,2024-07-01,23,5,189.59,Agency
891,2024-07-01,23,5,170.63,Staff
892,2024-07-01,23,5,66.36,Materials
893,2024-08-01,23,5,608.08,Media
894,2024-08-01,23,5,221.12,Agency
895,2024-08-01,23,5,199.01,Staff
896,2024-08-01,23,5,77.39,Materials
897,2024-09-01,23,5,910.36,Media
898,2024-09-01,23,5,331.04,Agency
899,2024-09-01,23,5,297.94,Staff
900,2024-09-01,23,5,115.86,Materials
901,2024-10-01,23,5,853.25,Media
902,2024-10-01,23,5,310.27,Agency
903,2024-10-01,23,5,279.25,Staff
904,2024-10-01,23,5,108.6,Materials
905,2024-11-01,23,5,899.31,Media
906,2024-11-01,23,5,327.02,Agency
907,2024-11-01,23,5,294.32,Staff
908,2024-11-01,23,5,114.46,Materials
909,2024-12-01,23,5,2876.66,Media
910,2024-12-01,23,5,1046.06,Agency
911,2024-12-01,23,5,941.45,Staff
912,2024-12-01,23,5,366.12,Materials
913,2025-01-01,32,5,771.18,Media
914,2025-01-01,32,5,280.43,Agency
915,2025-01-01,32,5,252.39,Staff
916,2025-01-01,32,5,98.15,Materials
917,2025-02-01,32,5,613.1,Media
918,2025-02-01,32,5,222.95,Agency
919,2025-02-01,32,5,200.65,Staff
920,2025-02-01,32,5,78.03,Materials
921,2025-03-01,32,5,621.77,Media
922,2025-03-01,32,5,226.1,Agency
923,2025-03-01,32,5,203.49,Staff
924,2025-03-01,32,5,79.13,Materials
925,2025-04-01,32,5,709.39,Media
926,2025-04-01,32,5,257.96,Agency
927,2025-04-01,32,5,232.17,Staff
928,2025-04-01,32,5,90.29,Materials
929,2025-05-01,32,5,663.35,Media
930,2025-05-01,32,5,241.22,Agency
931,2025-05-01,32,5,217.1,Staff
932,2025-05-01,32,5,84.43,Materials
933,2025-06-01,32,5,395.24,Media
934,2025-06-01,32,5,143.72,Agency
935,2025-06-01,32,5,129.35,Staff
936,2025-06-01,32,5,50.3,Materials
937,2025-07-01,32,5,474.69,Media
938,2025-07-01,32,5,172.61,Agency
939,2025-07-01,32,5,155.35,Staff
940,2025-07-01,32,5,60.41,Materials
941,2025-08-01,32,5,940.65,Media
942,2025-08-01,32,5,342.05,Agency
943,2025-08-01,32,5,307.85,Staff
944,2025-08-01,32,5,119.72,Materials
945,2025-09-01,32,5,603.89,Media
946,2025-09-01,32,5,219.6,Agency
947,2025-09-01,32,5,197.64,Staff
948,2025-09-01,32,5,76.86,Materials
949,2025-10-01,32,5,968.91,Media
950,2025-10-01,32,5,352.33,Agency
951,2025-10-01,32,5,317.1,Staff
952,2025-10-01,32,5,123.32,Materials
953,2025-11-01,32,5,1155.16,Media
954,2025-11-01,32,5,420.06,Agency
955,2025-11-01,32,5,378.05,Staff
956,2025-11-01,32,5,147.02,Materials
957,2025-12-01,32,5,2515.73,Media
958,2025-12-01,32,5,914.81,Agency
959,2025-12-01,32,5,823.33,Staff
960,2025-12-01,32,5,320.18,Materials
961,2022-01-01,6,6,484.63,Media
962,2022-01-01,6,6,176.23,Agency
963,2022-01-01,6,6,158.61,Staff
964,2022-01-01,6,6,61.68,Materials
965,2022-02-01,6,6,388.52,Media
966,2022-02-01,6,6,141.28,Agency
967,2022-02-01,6,6,127.15,Staff
968,2022-02-01,6,6,49.45,Materials
969,2022-03-01,6,6,321.05,Media
970,2022-03-01,6,6,116.75,Agency
971,2022-03-01,6,6,105.07,Staff
972,2022-03-01,6,6,40.86,Materials
973,2022-04-01,6,6,406.94,Media
974,2022-04-01,6,6,147.98,Agency
975,2022-04-01,6,6,133.18,Staff
976,2022-04-01,6,6,51.79,Materials
977,2022-05-01,6,6,407.56,Media
978,2022-05-01,6,6,148.21,Agency
979,2022-05-01,6,6,133.38,Staff
980,2022-05-01,6,6,51.87,Materials
981,2022-06-01,6,6,249.87,Media
982,2022-06-01,6,6,90.86,Agency
983,2022-06-01,6,6,81.77,Staff
984,2022-06-01,6,6,31.8,Materials
985,2022-07-01,6,6,170.97,Media
986,2022-07-01,6,6,62.17,Agency
987,2022-07-01,6,6,55.95,Staff
988,2022-07-01,6,6,21.76,Materials
989,2022-08-01,6,6,358.6,Media
990,2022-08-01,6,6,130.4,Agency
991,2022-08-01,6,6,117.36,Staff
992,2022-08-01,6,6,45.64,Materials
993,2022-09-01,6,6,303.65,Media
994,2022-09-01,6,6,110.42,Agency
995,2022-09-01,6,6,99.38,Staff
996,2022-09-01,6,6,38.65,Materials
997,2022-10-01,6,6,362.35,Media
998,2022-10-01,6,6,131.77,Agency
999,2022-10-01,6,6,118.59,Staff
1000,2022-10-01,6,6,46.12,Materials
1001,2022-11-01,6,6,453.7,Media
1002,2022-11-01,6,6,164.98,Agency
1003,2022-11-01,6,6,148.48,Staff
1004,2022-11-01,6,6,57.74,Materials
1005,2022-12-01,6,6,1804.71,Media
1006,2022-12-01,6,6,656.26,Agency
1007,2022-12-01,6,6,590.63,Staff
1008,2022-12-01,6,6,229.69,Materials
1009,2023-01-01,15,6,316.12,Media
1010,2023-01-01,15,6,114.95,Agency
1011,2023-01-01,15,6,103.46,Staff
1012,2023-01-01,15,6,40.23,Materials
1013,2023-02-01,15,6,127.16,Media
1014,2023-02-01,15,6,46.24,Agency
1015,2023-02-01,15,6,41.62,Staff
1016,2023-02-01,15,6,16.18,Materials
1017,2023-03-01,15,6,442.31,Media
1018,2023-03-01,15,6,160.84,Agency
1019,2023-03-01,15,6,144.76,Staff
1020,2023-03-01,15,6,56.29,Materials
1021,2023-04-01,15,6,131.78,Media
1022,2023-04-01,15,6,47.92,Agency
1023,2023-04-01,15,6,43.13,Staff
1024,2023-04-01,15,6,16.77,Materials
1025,2023-05-01,15,6,458.34,Media
1026,2023-05-01,15,6,166.67,Agency
1027,2023-05-01,15,6,150.0,Staff
1028,2023-05-01,15,6,58.33,Materials
1029,2023-06-01,15,6,316.31,Media
1030,2023-06-01,15,6,115.02,Agency
1031,2023-06-01,15,6,103.52,Staff
1032,2023-06-01,15,6,40.26,Materials
1033,2023-07-01,15,6,31.2,Media
1034,2023-07-01,15,6,11.34,Agency
1035,2023-07-01,15,6,10.21,Staff
1036,2023-07-01,15,6,3.97,Materials
1037,2023-08-01,15,6,276.45,Media
1038,2023-08-01,15,6,100.53,Agency
1039,2023-08-01,15,6,90.47,Staff
1040,2023-08-01,15,6,35.18,Materials
1041,2023-09-01,15,6,507.43,Media
1042,2023-09-01,15,6,184.52,Agency
1043,2023-09-01,15,6,166.07,Staff
1044,2023-09-01,15,6,64.58,Materials
1045,2023-10-01,15,6,459.32,Media
1046,2023-10-01,15,6,167.02,Agency
1047,2023-10-01,15,6,150.32,Staff
1048,2023-10-01,15,6,58.46,Materials
1049,2023-11-01,15,6,483.53,Media
1050,2023-11-01,15,6,175.83,Agency
1051,2023-11-01,15,6,158.24,Staff
1052,2023-11-01,15,6,61.54,Materials
1053,2023-12-01,15,6,1304.13,Media
1054,2023-12-01,15,6,474.23,Agency
1055,2023-12-01,15,6,426.81,Staff
1056,2023-12-01,15,6,165.98,Materials
1057,2024-01-01,24,6,184.06,Media
1058,2024-01-01,24,6,66.93,Agency
1059,2024-01-01,24,6,60.24,Staff
1060,2024-01-01,24,6,23.43,Materials
1061,2024-02-01,24,6,472.24,Media
1062,2024-02-01,24,6,171.72,Agency
1063,2024-02-01,24,6,154.55,Staff
1064,2024-02-01,24,6,60.1,Materials
1065,2024-03-01,24,6,305.09,Media
1066,2024-03-01,24,6,110.94,Agency
1067,2024-03-01,24,6,99.85,Staff
1068,2024-03-01,24,6,38.83,Materials
1069,2024-04-01,24,6,563.19,Media
1070,2024-04-01,24,6,204.8,Agency
1071,2024-04-01,24,6,184.32,Staff
1072,2024-04-01,24,6,71.68,Materials
1073,2024-05-01,24,6,332.94,Media
1074,2024-05-01,24,6,121.07,Agency
1075,2024-05-01,24,6,108.96,Staff
1076,2024-05-01,24,6,42.37,Materials
1077,2024-06-01,24,6,247.51,Media
1078,2024-06-01,24,6,90.0,Agency
1079,2024-06-01,24,6,81.0,Staff
1080,2024-06-01,24,6,31.5,Materials
1081,2024-07-01,24,6,65.26,Media
1082,2024-07-01,24,6,23.73,Agency
1083,2024-07-01,24,6,21.36,Staff
1084,2024-07-01,24,6,8.31,Materials
1085,2024-08-01,24,6,190.45,Media
1086,2024-08-01,24,6,69.25,Agency
1087,2024-08-01,24,6,62.33,Staff
1088,2024-08-01,24,6,24.24,Materials
1089,2024-09-01,24,6,587.05,Media
1090,2024-09-01,24,6,213.47,Agency
1091,2024-09-01,24,6,192.12,Staff
1092,2024-09-01,24,6,74.72,Materials
1093,2024-10-01,24,6,525.95,Media
1094,2024-10-01,24,6,191.25,Agency
1095,2024-10-01,24,6,172.13,Staff
1096,2024-10-01,24,6,66.94,Materials
1097,2024-11-01,24,6,257.14,Media
1098,2024-11-01,24,6,93.51,Agency
1099,2024-11-01,24,6,84.16,Staff
1100,2024-11-01,24,6,32.73,Materials
1101,2024-12-01,24,6,1708.43,Media
1102,2024-12-01,24,6,621.25,Agency
1103,2024-12-01,24,6,559.12,Staff
1104,2024-12-01,24,6,217.44,Materials
1105,2025-01-01,33,6,432.76,Media
1106,2025-01-01,33,6,157.37,Agency
1107,2025-01-01,33,6,141.63,Staff
1108,2025-01-01,33,6,55.08,Materials
1109,2025-02-01,33,6,99.79,Media
1110,2025-02-01,33,6,36.29,Agency
1111,2025-02-01,33,6,32.66,Staff
1112,2025-02-01,33,6,12.7,Materials
1113,2025-03-01,33,6,493.14,Media
1114,2025-03-01,33,6,179.32,Agency
1115,2025-03-01,33,6,161.39,Staff
1116,2025-03-01,33,6,62.76,Materials
1117,2025-04-01,33,6,360.1,Media
1118,2025-04-01,33,6,130.94,Agency
1119,2025-04-01,33,6,117.85,Staff
1120,2025-04-01,33,6,45.83,Materials
1121,2025-05-01,33,6,352.74,Media
1122,2025-05-01,33,6,128.27,Agency
1123,2025-05-01,33,6,115.44,Staff
1124,2025-05-01,33,6,44.89,Materials
1125,2025-06-01,33,6,249.53,Media
1126,2025-06-01,33,6,90.74,Agency
1127,2025-06-01,33,6,81.67,Staff
1128,2025-06-01,33,6,31.76,Materials
1129,2025-07-01,33,6,299.24,Media
1130,2025-07-01,33,6,108.81,Agency
1131,2025-07-01,33,6,97.93,Staff
1132,2025-07-01,33,6,38.08,Materials
1133,2025-08-01,33,6,235.91,Media
1134,2025-08-01,33,6,85.79,Agency
1135,2025-08-01,33,6,77.21,Staff
1136,2025-08-01,33,6,30.02,Materials
1137,2025-09-01,33,6,191.87,Media
1138,2025-09-01,33,6,69.77,Agency
1139,2025-09-01,33,6,62.79,Staff
1140,2025-09-01,33,6,24.42,Materials
1141,2025-10-01,33,6,513.63,Media
1142,2025-10-01,33,6,186.77,Agency
1143,2025-10-01,33,6,168.1,Staff
1144,2025-10-01,33,6,65.37,Materials
1145,2025-11-01,33,6,349.83,Media
1146,2025-11-01,33,6,127.21,Agency
1147,2025-11-01,33,6,114.49,Staff
1148,2025-11-01,33,6,44.52,Materials
1149,2025-12-01,33,6,1425.33,Media
1150,2025-12-01,33,6,518.3,Agency
1151,2025-12-01,33,6,466.47,Staff
1152,2025-12-01,33,6,181.41,Materials
1153,2022-01-01,7,7,993.13,Media
1154,2022-01-01,7,7,361.14,Agency
1155,2022-01-01,7,7,325.03,Staff
1156,2022-01-01,7,7,126.4,Materials
1157,2022-02-01,7,7,2301.13,Media
1158,2022-02-01,7,7,836.78,Agency
1159,2022-02-01,7,7,753.1,Staff
1160,2022-02-01,7,7,292.87,Materials
1161,2022-03-01,7,7,3909.02,Media
1162,2022-03-01,7,7,1421.46,Agency
1163,2022-03-01,7,7,1279.32,Staff
1164,2022-03-01,7,7,497.51,Materials
1165,2022-04-01,7,7,2042.99,Media
1166,2022-04-01,7,7,742.9,Agency
1167,2022-04-01,7,7,668.61,Staff
1168,2022-04-01,7,7,260.02,Materials
1169,2022-05-01,7,7,4300.71,Media
1170,2022-05-01,7,7,1563.89,Agency
1171,2022-05-01,7,7,1407.5,Staff
1172,2022-05-01,7,7,547.36,Materials
1173,2022-06-01,7,7,4295.73,Media
1174,2022-06-01,7,7,1562.08,Agency
1175,2022-06-01,7,7,1405.87,Staff
1176,2022-06-01,7,7,546.73,Materials
1177,2022-07-01,7,7,3128.63,Media
1178,2022-07-01,7,7,1137.68,Agency
1179,2022-07-01,7,7,1023.92,Staff
1180,2022-07-01,7,7,398.19,Materials
1181,2022-08-01,7,7,4738.16,Media
1182,2022-08-01,7,7,1722.97,Agency
1183,2022-08-01,7,7,1550.67,Staff
1184,2022-08-01,7,7,603.04,Materials
1185,2022-09-01,7,7,1237.4,Media
1186,2022-09-01,7,7,449.96,Agency
1187,2022-09-01,7,7,404.97,Staff
1188,2022-09-01,7,7,157.49,Materials
1189,2022-10-01,7,7,2440.31,Media
1190,2022-10-01,7,7,887.39,Agency
1191,2022-10-01,7,7,798.65,Staff
1192,2022-10-01,7,7,310.58,Materials
1193,2022-11-01,7,7,2288.34,Media
1194,2022-11-01,7,7,832.12,Agency
1195,2022-11-01,7,7,748.91,Staff
1196,2022-11-01,7,7,291.24,Materials
1197,2022-12-01,7,7,6782.04,Media
1198,2022-12-01,7,7,2466.2,Agency
1199,2022-12-01,7,7,2219.58,Staff
1200,2022-12-01,7,7,863.17,Materials
1201,2023-01-01,16,7,4649.14,Media
1202,2023-01-01,16,7,1690.6,Agency
1203,2023-01-01,16,7,1521.54,Staff
1204,2023-01-01,16,7,591.71,Materials
1205,2023-02-01,16,7,1030.42,Media
1206,2023-02-01,16,7,374.7,Agency
1207,2023-02-01,16,7,337.23,Staff
1208,2023-02-01,16,7,131.14,Materials
1209,2023-03-01,16,7,3288.09,Media
1210,2023-03-01,16,7,1195.67,Agency
1211,2023-03-01,16,7,1076.1,Staff
1212,2023-03-01,16,7,418.48,Materials
1213,2023-05-01,16,7,2048.64,Media
1214,2023-05-01,16,7,744.96,Agency
1215,2023-05-01,16,7,670.46,Staff
1216,2023-05-01,16,7,260.74,Materials
1217,2023-06-01,16,7,3196.32,Media
1218,2023-06-01,16,7,1162.3,Agency
1219,2023-06-01,16,7,1046.07,Staff
1220,2023-06-01,16,7,406.8,Materials
1221,2023-10-01,16,7,2168.51,Media
1222,2023-10-01,16,7,788.55,Agency
1223,2023-10-01,16,7,709.69,Staff
1224,2023-10-01,16,7,275.99,Materials
1225,2023-11-01,16,7,4160.42,Media
1226,2023-11-01,16,7,1512.88,Agency
1227,2023-11-01,16,7,1361.59,Staff
1228,2023-11-01,16,7,529.51,Materials
1229,2023-12-01,16,7,6091.87,Media
1230,2023-12-01,16,7,2215.22,Agency
1231,2023-12-01,16,7,1993.7,Staff
1232,2023-12-01,16,7,775.33,Materials
1233,2024-02-01,25,7,2046.96,Media
1234,2024-02-01,25,7,744.35,Agency
1235,2024-02-01,25,7,669.92,Staff
1236,2024-02-01,25,7,260.52,Materials
1237,2024-03-01,25,7,4093.79,Media
1238,2024-03-01,25,7,1488.65,Agency
1239,2024-03-01,25,7,1339.79,Staff
1240,2024-03-01,25,7,521.03,Materials
1241,2024-04-01,25,7,1085.18,Media
1242,2024-04-01,25,7,394.61,Agency
1243,2024-04-01,25,7,355.15,Staff
1244,2024-04-01,25,7,138.11,Materials
1245,2024-05-01,25,7,2185.42,Media
1246,2024-05-01,25,7,794.7,Agency
1247,2024-05-01,25,7,715.23,Staff
1248,2024-05-01,25,7,278.14,Materials
1249,2024-06-01,25,7,1996.87,Media
1250,2024-06-01,25,7,726.13,Agency
1251,2024-06-01,25,7,653.52,Staff
1252,2024-06-01,25,7,254.15,Materials
1253,2024-08-01,25,7,2363.85,Media
1254,2024-08-01,25,7,859.58,Agency
1255,2024-08-01,25,7,773.62,Staff
1256,2024-08-01,25,7,300.85,Materials
1257,2024-09-01,25,7,2149.41,Media
1258,2024-09-01,25,7,781.6,Agency
1259,2024-09-01,25,7,703.44,Staff
1260,2024-09-01,25,7,273.56,Materials
1261,2024-10-01,25,7,4266.07,Media
1262,2024-10-01,25,7,1551.3,Agency
1263,2024-10-01,25,7,1396.17,Staff
1264,2024-10-01,25,7,542.95,Materials
1265,2024-11-01,25,7,2220.38,Media
1266,2024-11-01,25,7,807.41,Agency
1267,2024-11-01,25,7,726.67,Staff
1268,2024-11-01,25,7,282.59,Materials
1269,2024-12-01,25,7,6504.71,Media
1270,2024-12-01,25,7,2365.35,Agency
1271,2024-12-01,25,7,2128.81,Staff
1272,2024-12-01,25,7,827.87,Materials
1273,2025-01-01,34,7,2313.94,Media
1274,2025-01-01,34,7,841.43,Agency
1275,2025-01-01,34,7,757.29,Staff
1276,2025-01-01,34,7,294.5,Materials
1277,2025-02-01,34,7,4394.38,Media
1278,2025-02-01,34,7,1597.95,Agency
1279,2025-02-01,34,7,1438.16,Staff
1280,2025-02-01,34,7,559.28,Materials
1281,2025-03-01,34,7,2926.58,Media
1282,2025-03-01,34,7,1064.21,Agency
1283,2025-03-01,34,7,957.79,Staff
1284,2025-03-01,34,7,372.47,Materials
1285,2025-04-01,34,7,1900.86,Media
1286,2025-04-01,34,7,691.22,Agency
1287,2025-04-01,34,7,622.1,Staff
1288,2025-04-01,34,7,241.93,Materials
1289,2025-05-01,34,7,1176.88,Media
1290,2025-05-01,34,7,427.96,Agency
1291,2025-05-01,34,7,385.16,Staff
1292,2025-05-01,34,7,149.79,Materials
1293,2025-06-01,34,7,3226.4,Media
1294,2025-06-01,34,7,1173.23,Agency
1295,2025-06-01,34,7,1055.91,Staff
1296,2025-06-01,34,7,410.63,Materials
1297,2025-08-01,34,7,4130.06,Media
1298,2025-08-01,34,7,1501.84,Agency
1299,2025-08-01,34,7,1351.66,Staff
1300,2025-08-01,34,7,525.64,Materials
1301,2025-09-01,34,7,3469.86,Media
1302,2025-09-01,34,7,1261.77,Agency
1303,2025-09-01,34,7,1135.59,Staff
1304,2025-09-01,34,7,441.62,Materials
1305,2025-11-01,34,7,5308.97,Media
1306,2025-11-01,34,7,1930.53,Agency
1307,2025-11-01,34,7,1737.48,Staff
1308,2025-11-01,34,7,675.69,Materials
1309,2025-12-01,34,7,10825.15,Media
